heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Buckets MSM-Mean: bucketsize:5;4;14;50words;1.0;[-0.46799, -0.38925, -0.30438, -0.21059, -0.1988, -0.19646, -0.19444, -0.19683, -0.19914, -0.19444, -0.21124, -0.21988, -0.22919, -0.24159];22,646208;271;;;;
Buckets MSM-Mean: bucketsize:5;4;14;50words;1.0;[-0.46799, -0.38925, -0.30438, -0.21059, -0.1988, -0.19646, -0.19444, -0.19683, -0.19914, -0.19444, -0.21124, -0.21988, -0.22919, -0.24159];22,646208;271;;;;
Buckets MSM-Mean: bucketsize:5;4;14;50words;1.0;[-0.46799, -0.38925, -0.30438, -0.21059, -0.1988, -0.19646, -0.19444, -0.19683, -0.19914, -0.19444, -0.21124, -0.21988, -0.22919, -0.24159];22,646208;271;271;22,646208;0;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;50words;1.0;[-0.19389, -0.2013, -0.19899, -0.20165, -0.1988, -0.1132, -0.19444, 0.46526, 0.39279, -0.20288, 0.19687, 0.25892, 0.13824, 0.081412];23,442148;74;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;50words;1.0;[-0.19389, -0.19389, -0.30438, -0.30438, -0.1132, -0.56318, 0.094843, -0.5796, 0.32162, 0.45414, -0.21124, -0.21124, -0.22919, -0.24159];24,606068;73;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;4;14;50words;1.0;[-0.38925, -0.2013, -0.19899, -0.20165, -0.010807, -0.010807, -0.19683, -0.19683, -0.20288, 0.3249, 0.19687, -0.21988, 0.13824, -0.22919];22,868574;78;75;23,63893;0,043836125;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;50words;1.0;[-0.38925, -0.2013, -0.30438, -0.53505, -0.1988, -0.56318, 0.46526, 0.20317, 0.45414, -0.19914, -0.21988, -0.21124, 0.13824, -0.24159];25,174422;547;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;50words;1.0;[-0.46799, -0.38925, -0.21059, -0.53505, -0.1132, -0.56318, 0.094843, -0.57257, 0.45414, 0.32162, 0.19687, -0.21124, -0.22919, -0.24159];25,167788;637;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;4;14;50words;1.0;[-0.38925, -0.19389, -0.53505, -0.19899, -0.1132, -0.55021, 0.094843, -0.19683, 0.32162, 0.3249, 0.25892, 0.19687, -0.22919, -0.22919];23,864828;770;651,3333333;24,73567933;0,092265837;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;50words;1.0;[-0.46799, -0.46799, -0.20165, -0.19899, -0.1132, -0.1988, 0.20317, -0.19444, 0.3249, -0.20288, 0.25892, 0.19687, 0.081412, -0.24159];23,031582;8682;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;50words;1.0;[-0.38925, -0.2013, -0.51757, -0.21059, -0.010807, -0.010807, -0.19444, -0.19683, 0.3249, 0.3249, 0.19687, -0.21124, 0.13824, -0.24159];23,283934;7247;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;4;14;50words;1.0;[-0.50042, -0.2013, -0.53505, -0.21059, -0.1132, -0.55021, 0.094843, 0.46526, 0.39279, 0.45414, 0.60596, -0.21988, -0.22919, 0.081412];25,567128;6418;7449;23,96088133;0,058052692;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;50words;1.0;[-0.38925, -0.48383, -0.2013, -0.53505, -0.1132, -0.19899, -0.19914, -0.19444, 0.094843, -0.21988, -0.20288, -0.21988, 0.081412, -0.60393];24,258128;78;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;50words;1.0;[-0.30438, -0.2013, -0.20165, -0.1132, -0.19899, -0.1132, 0.094843, 0.094843, 0.32162, 0.3249, 0.45414, 0.25892, -0.24159, -0.60393];24,082188;90;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;4;14;50words;1.0;[-0.2013, -0.51757, -0.20165, -0.010807, -0.55021, -0.1988, -0.19444, -0.19444, -0.57257, 0.19687, -0.20288, -0.21988, 0.081412, -0.60082];25,486334;73;80,33333333;24,60888333;0,086666842;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;50words;1.0;[-0.19389, -0.30438, -0.46799, -0.53505, -0.53505, -0.21059, -0.19444, 0.20317, 0.32162, 0.3249, 0.25892, 0.3249, 0.081412, 0.13824];24,692824;1231;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;50words;1.0;[-0.38925, -0.19389, -0.20165, -0.56318, -0.19646, -0.1132, 0.094843, -0.19444, 0.46526, 0.45414, 0.25892, -0.21124, 0.081412, -0.60082];24,831628;861;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;4;14;50words;1.0;[-0.19389, -0.20165, -0.30438, -0.1988, -0.55021, -0.19899, 0.094843, -0.19914, -0.19683, 0.3249, 0.3249, 0.19687, 0.13824, -0.60393];24,215728;890;994;24,58006;0,085394076;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;50words;1.0;[-0.20165, -0.38925, -0.20165, -0.19646, -0.1988, -0.19899, -0.19444, -0.19444, -0.19914, -0.21988, -0.21988, 0.19687, -0.60082, 0.081412];23,450868;9723;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;50words;1.0;[-0.38925, -0.2013, -0.30438, -0.010807, -0.1132, -0.19899, 0.39279, 0.20317, 0.32162, 0.45414, -0.20288, 0.19687, -0.60082, 0.081412];24,625268;10595;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;14;50words;1.0;[-0.48383, -0.50042, -0.30438, -0.21059, -0.19646, -0.55021, -0.19444, -0.19683, 0.094843, 0.3249, -0.21988, -0.21988, -0.24159, 0.13824];23,763464;10682;10333,33333;23,94653333;0,05741912;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;50words;1.0;[-0.30438, -0.19899, -0.21059, -0.19389, -0.1132, -0.010807, -0.1132, -0.19683, 0.19687, -0.20288, -0.59078, -0.19914, -0.24159, 0.13824];23,558564;159;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;50words;1.0;[-0.50042, -0.30438, -0.20165, -0.20165, -0.1988, -0.19683, 0.094843, -0.5796, 0.19687, 0.39279, 0.39279, -0.59078, -0.24159, -0.60393];25,405328;112;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;14;50words;1.0;[-0.19899, -0.19389, -0.30438, -0.19389, -0.010807, 0.20317, -0.1132, -0.1988, -0.21124, 0.32162, -0.21124, -0.21988, 0.13824, -0.60393];24,056788;165;145,3333333;24,34022667;0,074803635;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;50words;1.0;[-0.20165, -0.21059, -0.20165, -0.19899, -0.19646, -0.57257, -0.1988, -0.1988, 0.3249, -0.21124, 0.19687, -0.21988, -0.24159, 1.1425];25,600124;1468;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;50words;1.0;[-0.19389, -0.38925, -0.50042, -0.20165, -0.19444, -0.57257, -0.56318, -0.19444, -0.19914, -0.21124, 0.45414, -0.19914, 1.1425, 0.13824];27,439524;1168;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;14;50words;1.0;[-0.20165, -0.2013, -0.20165, -0.19899, -0.010807, 0.094843, -0.1988, -0.1988, 0.25892, -0.21124, -0.59078, -0.19914, -0.22919, 0.96079];25,60951;1166;1267,333333;26,216386;0,157650146;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;50words;1.0;[-0.2013, -0.30438, -0.2013, -0.19899, -0.1988, -0.19683, -0.19646, -0.5796, -0.21988, 0.3249, -0.21988, -0.21124, -0.22919, -0.60393];24,200668;15770;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;50words;1.0;[-0.30438, -0.46799, -0.20165, -0.19899, -0.1988, -0.010807, 0.20317, 0.094843, 0.25892, 0.45414, -0.20288, 0.32162, -0.60082, -0.60393];24,996262;13720;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;14;50words;1.0;[-0.51757, -0.19389, -0.51757, -0.20165, -0.56318, -0.19683, 0.20317, 0.094843, 0.3249, -0.21988, -0.21124, 0.19687, -0.60393, 0.96079];26,781158;10128;13206;25,32602933;0,118334219;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;14;50words;1.0;[-0.1132, 1.0328, -0.19389, -0.2013, -0.2013, -0.010807, -0.59078, 0.094843, -0.19444, -0.5796, -0.59521, -0.22919, 0.13824, 0.19687];27,896324;102;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;14;50words;1.0;[-0.50042, -0.50042, -0.21059, -0.2013, -0.20165, -0.19646, -0.19646, -0.5796, 0.3249, -0.59078, 0.60596, -0.21988, -0.21124, -0.21988];25,218308;118;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;14;50words;1.0;[-0.38925, 0.91882, -0.2013, -0.2013, -0.20165, -0.19646, 0.20317, 0.54345, -0.56318, -0.010807, -0.59841, 0.13824, 0.77833, -0.21124];28,735442;95;105;27,283358;0,204764966;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;14;50words;1.0;[-0.51757, -0.30438, -0.51757, -0.30438, -0.30438, -0.19444, -0.5796, -0.19683, -0.19646, -0.19683, 0.25892, -0.59521, 0.19687, 0.13824];25,403924;1015;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;14;50words;1.0;[-0.38925, -0.48383, -0.30438, -0.38925, -0.30438, 0.3249, 0.094843, 0.39279, -0.19646, 0.20317, -0.21988, -0.21988, 0.25892, -0.60393];25,437822;1208;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;14;50words;1.0;[-0.20165, -0.1132, -0.2013, -0.21059, -0.38925, -0.20288, 0.54345, -0.19914, -0.19646, 0.20317, 0.60596, -0.21988, -0.24159, 0.13824];24,951218;908;1043,666667;25,26432133;0,115609348;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;14;50words;1.0;[-0.19389, -0.1988, -0.55021, -0.38925, -0.20165, -0.19914, -0.57257, -0.20288, 0.20317, 0.54345, -0.21124, -0.21124, 0.081412, -0.59841];25,674248;16672;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;14;50words;1.0;[-0.46799, -0.21059, -0.2013, -0.1132, -0.21059, -0.19444, 0.3249, 0.54345, 0.094843, -0.010807, -0.60082, -0.21124, -0.22919, -0.21988];24,929502;10150;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;14;50words;1.0;[-0.38925, -0.46799, -0.51757, -0.53505, -0.1988, -0.19914, -0.20288, 0.39279, 0.54345, 0.46526, 0.19687, 0.081412, 0.60596, -0.21988];26,263848;12246;13022,66667;25,62253267;0,131427066;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.50042, -0.20165, -0.21059, -0.19646, 0.094843, -0.19683, 0.39279, 0.3249, 0.25892, -0.21988, -0.22919, -0.24159];26,713498;41;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.19389, -0.50042, -0.51757, -0.19899, -0.1132, -0.010807, -0.19444, -0.19683, 0.3249, 0.60596, -0.59841, 0.13824, 0.081412];26,256348;42;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.46799, -0.38925, -0.51757, -0.53505, -0.1132, -0.19646, -0.19444, -0.19683, 0.39279, -0.20288, -0.59841, -0.22919, 0.081412];25,965798;41;41,33333333;26,31188133;0,161866982;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.19389, -0.2013, -0.51757, -0.21059, -0.1132, -0.19646, 0.094843, -0.19683, 0.32162, -0.20288, 0.25892, -0.59841, 0.081412];25,129478;418;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.48383, -0.38925, -0.20165, -0.19899, -0.1132, -0.010807, -0.19444, -0.19914, 0.3249, -0.21124, 0.77833, 0.13824, -0.24159];25,399088;421;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.46799, -0.38925, -0.30438, -0.53505, -0.1988, 0.094843, -0.19683, -0.19914, -0.20288, -0.59521, 0.19687, -0.22919, -0.24159];25,494378;429;422,6666667;25,34098133;0,118994462;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.19389, -0.2013, -0.30438, -0.21059, -0.1132, -0.010807, -0.19444, -0.19683, -0.19914, 0.25892, 0.19687, 0.13824, -0.24159];23,831918;4285;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.48383, -0.38925, -0.30438, -0.53505, -0.1988, -0.19646, 0.094843, -0.19683, 0.39279, 0.3249, 0.25892, -0.21988, -0.22919, -0.24159];23,469148;4312;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.48383, -0.2013, -0.30438, -0.21059, -0.1132, -0.19646, 0.094843, 0.20317, 0.32162, 0.3249, 0.25892, -0.22919, -0.24159];24,128298;4364;4320,333333;23,809788;0,051380787;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.48383, -0.2013, -0.1988, -0.19646, -0.19914, 0.45414, 0.25892, 0.19687, 0.13824, 0.081412];30,675626;32;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.46799, -0.2013, -0.51757, -0.1988, -0.010807, 0.094843, -0.5796, -0.58583, 0.3249, -0.21988, -0.60082, -0.60393];29,376734;32;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.19389, -0.51757, -0.19899, -0.1132, -0.56318, -0.19683, -0.19914, 0.25892, 0.19687, -0.60082, -0.24159];29,235608;31;31,66666667;29,762656;0,314244575;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.46799, -0.2013, -0.30438, -0.19899, -0.1988, -0.010807, 0.46526, -0.19914, -0.20288, -0.21124, 0.77833, -0.22919];27,822672;338;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.48383, -0.50042, -0.20165, -0.19899, -0.1132, -0.010807, -0.57257, -0.19683, -0.21124, 0.19687, -0.60082, 0.081412];27,118468;329;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.46799, -0.38925, -0.20165, -0.010807, 0.094843, -0.19683, -0.19914, -0.20288, -0.21124, 0.19687, 0.13824];28,140236;325;330,6666667;27,693792;0,222888706;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.19389, -0.2013, -0.51757, -0.19899, -0.1132, -0.19646, -0.57257, -0.19683, -0.20288, 0.25892, -0.22919, 0.081412];26,652388;3290;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.19389, -0.2013, -0.1988, -0.010807, -0.19444, -0.19683, -0.19914, -0.20288, -0.21124, -0.21988, -0.60082, -0.60393];27,217364;3279;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.19389, -0.50042, -0.20165, -0.1132, -0.19646, 0.094843, 0.32162, -0.20288, 0.25892, 0.19687, -0.22919, -0.24159];26,412452;3323;3297,333333;26,76073467;0,181687224;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.46799, -0.2013, -0.19899, -0.1132, -0.010807, 0.094843, -0.19914, 0.25892, 0.13824, -0.60393];30,556998;25;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.46799, -0.38925, -0.19899, -0.19646, -0.5796, -0.19914, -0.21124, -0.21988, -0.24159];32,264248;25;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.2013, -0.20165, -0.19646, -0.19444, -0.19914, -0.20288, -0.59521, -0.22919, -0.24159];32,264298;25;25;31,69518133;0,399580068;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.46799, -0.30438, -0.19899, -0.010807, 0.094843, -0.19683, -0.20288, -0.21124, -0.22919, -0.24159];29,96826;249;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.46799, -0.50042, -0.20165, -0.21059, -0.1988, -0.19444, -0.19914, -0.20288, 0.13824, 0.081412];29,358858;256;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.46799, -0.38925, -0.20165, -0.21059, -0.55021, 0.20317, -0.20288, -0.21124, -0.21988, -0.24159];30,304352;267;257,3333333;29,87715667;0,319300638;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.46799, -0.50042, -0.51757, -0.19899, -0.1988, -0.010807, -0.5796, 0.39279, -0.20288, 0.19687, 0.13824];29,399514;2627;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.19389, -0.20165, -0.21059, -0.1988, -0.19646, -0.19914, 0.3249, -0.21124, 0.19687, -0.22919, -0.60393];28,347562;2627;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.46799, -0.38925, -0.51757, -0.1132, -0.010807, 0.54345, -0.19683, 0.3249, -0.59521, 0.19687, -0.22919, -0.60393];29,186298;2596;2616,666667;28,97779133;0,279586911;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[1.152, -0.38925, -0.51757, -0.19899, -0.1988, -0.19444, 0.46526, 0.39279, -0.20288, -0.21988];34,577762;19;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[-0.46799, -0.50042, -0.20165, -0.1988, -0.19444, -0.19683, -0.59078, -0.21124, 0.19687, 0.081412];30,312108;19;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[-0.2013, -0.30438, -0.19899, -0.55021, -0.19444, 0.20317, 0.32162, 0.3249, -0.59841];34,286362;20;19,33333333;33,058744;0,459791591;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.19389, -0.2013, -0.51757, -0.19899, -0.19914, -0.59078, -0.21124, -0.21988, 0.081412];32,689748;206;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.19389, -0.38925, -0.51757, -0.19899, -0.1132, -0.19646, 0.094843, 0.32162, -0.20288, -0.24159];30,061118;203;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.2013, -0.1988, -0.010807, 0.094843, -0.19683, -0.58583, -0.20288, -0.21124, -0.21988, -0.24159];30,95092;205;204,6666667;31,23392867;0,379212302;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;14;50words;1.0;[-0.46799, -0.2013, -0.19899, -0.19646, 0.20317, -0.19914, -0.20288, 0.19687, 0.13824, 0.081412];29,781338;2060;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;14;50words;1.0;[-0.46799, -0.38925, -0.30438, -0.21059, -0.19646, 0.32162, -0.20288, -0.59521, -0.21988, 0.13824];30,737768;2089;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;14;50words;1.0;[-0.19389, -0.50042, -0.30438, -0.19899, -0.19646, -0.19444, -0.19914, -0.20288, 0.19687, -0.24159];29,494518;2075;2074,666667;30,00454133;0,324925627;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;11;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;11;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;11;11;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;117;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;114;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;112;114,3333333;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.24159];55,42133;1168;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.24159];55,42133;1177;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;14;50words;1.0;[-0.24159];55,42133;1179;1174,666667;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;8;8;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.22919];55,42133;92;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;90;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;96;92,66666667;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.24159];55,42133;931;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.22919];55,42133;936;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;14;50words;1.0;[-0.22919];55,42133;943;936,6666667;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.22919];55,42133;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;7;7;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;81;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.22919];55,42133;81;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;81;81;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.24159];55,42133;817;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.22919];55,42133;822;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;14;50words;1.0;[-0.22919];55,42133;829;822,6666667;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[-0.21124];55,42133;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[-0.22919];55,42133;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;14;50words;1.0;[-0.24159];55,42133;7;7;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.22919];55,42133;74;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.24159];55,42133;71;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;14;50words;1.0;[-0.21124];55,42133;71;72;55,42133;1,447267551;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;14;50words;1.0;[-0.21124];55,42133;799;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;14;50words;1.0;[-0.22919];55,42133;760;;;;
