heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;873;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;874;874,3333333;412,6666667;89,3863%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;6;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;6;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;6;6;455,6666667;98,7004%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;67;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;67;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;65;66,33333333;395,3333333;85,6318%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;695;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;685;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;688;689,3333333;227,6666667;49,3141%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;5;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;5;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;5;5;456,6666667;98,9170%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.32515];33,684064;58;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;59;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;58;58,33333333;403,3333333;87,3646%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;627;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;620;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;626;624,3333333;162,6666667;35,2347%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;5;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;5;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;5;5;456,6666667;98,9170%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;55;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;55;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;52;54;407,6666667;88,3032%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[-0.072373];33,684064;562;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;569;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;573;568;106,3333333;23,0325%;33,684064;189,2026%
Generic MSM-Mean EA: generations:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;;;;;
Generic MSM-Mean EA: generations:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;;;;;
Generic MSM-Mean EA: generations:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;26;435,6666667;94,3682%;11,64722;0,0000%
Generic MSM-Mean EA: generations:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;256;;;;;
Generic MSM-Mean EA: generations:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;254;;;;;
Generic MSM-Mean EA: generations:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;254;254,6666667;207;44,8375%;11,64722;0,0000%
Generic MSM-Mean EA: generations:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2567;;;;;
Generic MSM-Mean EA: generations:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2552;;;;;
Generic MSM-Mean EA: generations:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2545;2554,666667;2093;453,3574%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;26;26;435,6666667;94,3682%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;260;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;257;258;203,6666667;44,1155%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2572;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2569;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2572;2571;2109,333333;456,8953%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;25;436,6666667;94,5848%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;256;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;258;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;259;257,6666667;204;44,1877%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2569;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2572;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2571;2570,666667;2109;456,8231%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;25;25;436,6666667;94,5848%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;259;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;256;257,3333333;204,3333333;44,2599%;11,64722;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2571;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2570;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;2570;2570,333333;2108,666667;456,7509%;11,64722;0,0000%
MSM-Mean Exact;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;469;;;;;
MSM-Mean Exact;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;469;;;;;
MSM-Mean Exact;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;469;469;0;0,0000%;12,891369;0,0000%
3-MSM-Mean;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;479;;;;;
3-MSM-Mean;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;469;;;;;
3-MSM-Mean;3;11;synthetic_control;0.1;[0.14084, -0.6578, 0.20787, -1.5134, -1.0306, -1.0306, 0.016406, -0.25405, 1.2286, 1.2286];12,891369;470;472,6666667;3,666666667;0,7818%;12,891369;0,0000%
Buckets MSM-Mean: bucketsize:2;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.063543, 0.77621, 1.1274];14,750366;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.063543, 0.77621, 1.1274];14,750366;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.063543, 0.77621, 1.1274];14,750366;0;0;469;100,0000%;14,750366;14,4205%
Buckets MSM-Mean: bucketsize:3;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.016406, 0.77621];14,702029;1;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.016406, 0.77621];14,702029;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -0.8464, 0.20787, -0.8159, -0.043934, -0.24302, 0.016406, 0.77621];14,702029;1;0,666666667;468,3333333;99,8579%;14,702029;14,0455%
Buckets MSM-Mean: bucketsize:4;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.8464, 0.20787, -0.36321, -0.043934, 0.063543, 1.1274];14,612658;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.8464, 0.20787, -0.36321, -0.043934, 0.063543, 1.1274];14,612658;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.8464, 0.20787, -0.36321, -0.043934, 0.063543, 1.1274];14,612658;3;3;466;99,3603%;14,612658;13,3523%
Buckets MSM-Mean: bucketsize:5;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.69051, 0.20787, -0.8159, -0.36321, -0.36321, 0.016406, 1.2286, 1.1274];13,988835;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.69051, 0.20787, -0.8159, -0.36321, -0.36321, 0.016406, 1.2286, 1.1274];13,988835;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;synthetic_control;0.1;[0.14084, -0.8464, -0.69051, 0.20787, -0.8159, -0.36321, -0.36321, 0.016406, 1.2286, 1.1274];13,988835;11;11;458;97,6546%;13,988835;8,5132%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.51374, -0.69051, -0.8464, -0.25405, -0.25405, -0.36321, -0.24302, 0.016406, 0.016406, 1.3635];15,599405;74;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -1.2645, -0.69051, -1.0095, 0.20787, -0.25405, -0.043934, -0.36321, 0.016406, 0.77621, 1.1274];16,038899;79;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;synthetic_control;0.1;[-0.51374, -0.51374, -0.68559, -0.8464, -0.25405, -0.8159, -0.24302, -0.043934, 0.063543, 0.77621, 1.3635];16,279648;77;76,66666667;392,3333333;83,6532%;15,97265067;23,9019%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.51374, -0.8464, -0.8464, -0.25405, -0.8159, -0.043934, -0.36321, 0.016406, 0.77621, 0.32128];16,251219;625;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.63693, -0.6578, -0.8464, -0.8464, -0.25405, -0.8159, -0.24302, -0.24302, 0.063543, 0.77621, 1.1274];16,013582;765;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.63693, -0.6578, -0.68559, -0.8464, 0.20787, -0.8159, -0.24302, -0.24302, 0.77621, 0.77621, 1.3635];15,616823;764;718;249;53,0917%;15,96054133;23,8080%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[-0.6578, -0.51374, -0.69051, -0.68559, 0.20787, -1.0306, -0.043934, -0.36321, 0.016406, 0.77621, 1.1274];15,300809;8442;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.68559, -0.69051, 0.20787, -1.0306, -0.24302, -0.24302, 0.063543, 1.2286, 0.32128];15,344622;7820;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.6578, -0.69051, -1.0095, -0.25405, -0.8159, 0.62547, 0.62547, 0.77621, 0.77621, 0.32128];16,709349;7370;7877,333333;7408,333333;1579,6020%;15,78492667;22,4457%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;synthetic_control;0.1;[-0.51374, -1.2645, -1.0095, -1.0306, -0.68559, -0.68559, -0.043934, -0.24302, -0.043934, 0.77621, 0.32128];16,554213;63;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -1.0095, -0.69051, -0.8464, 0.77621, -1.0306, 0.063543, 0.016406, 0.016406, 1.2286, 1.3635];15,324579;65;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;synthetic_control;0.1;[-0.6578, -1.2645, -0.69051, -0.8464, -0.8464, -0.68559, 0.016406, 0.016406, 0.016406, 0.32128, 0.32128];17,219115;60;62,66666667;406,3333333;86,6382%;16,365969;26,9529%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.63693, -1.331, -0.69051, -0.68559, -1.0306, -1.0306, 0.063543, 0.016406, -0.24302, 1.1274, 0.77621];15,882193;605;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;synthetic_control;0.1;[-0.51374, -0.69051, -0.51374, -0.8159, -0.8464, -0.8464, 0.063543, 0.016406, 0.063543, 1.1274, 0.77621];16,114729;660;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -1.331, -0.51374, -0.8464, 0.77621, -0.8159, -0.36321, 0.063543, 0.016406, 1.1274, 1.1274];16,122372;598;621;152;32,4094%;16,03976467;24,4225%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[-0.51374, -0.6578, -0.51374, -0.8159, 0.77621, -0.8464, 0.016406, 0.016406, 0.063543, 1.1274, 1.3635];16,04807;6310;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.14084, 0.14084, -1.0095, -0.8159, -0.8464, -1.0306, 0.016406, 0.063543, -0.043934, 1.3635, 1.2286];15,361932;6812;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.63693, -0.69051, -0.6578, -0.8464, -0.8159, -0.25405, -0.24302, -0.36321, 1.2423, 0.32128, 1.3635];16,364935;7074;6732;6263;1335,3945%;15,924979;23,5321%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.63693, 1.4461, -0.6578, -0.8464, 0.20787, -0.8159, -0.24302, 0.62547, 1.1274, 0.32128, 0.77621];18,022149;81;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.63693, -1.5134, -1.0095, -0.68559, 0.20787, 0.20787, -0.24302, -0.043934, 0.016406, 1.1274, 1.2286];15,257715;94;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -1.5134, -0.8464, -0.8464, 0.62547, -0.043934, -0.043934, -0.36321, 1.1274, 1.1274, 1.3635];16,101587;97;90,66666667;378,3333333;80,6681%;16,46048367;27,6861%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;synthetic_control;0.1;[-0.69051, -1.2645, -0.6578, -0.68559, -0.043934, -0.8159, -0.8159, -0.36321, -1.0765, 0.016406, 1.2423];15,673853;578;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;synthetic_control;0.1;[-0.51374, -0.68559, 0.14084, -0.68559, -0.36321, -1.0306, -1.0306, -0.36321, 1.1274, -1.0765, 1.1274];18,030619;530;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.68559, -0.8464, -1.2645, 0.62547, -0.25405, -0.36321, -1.3303, 0.016406, 0.016406, 1.1274];16,927839;618;575,3333333;106,3333333;22,6724%;16,877437;30,9204%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.14084, 0.63693, 0.63693, -0.8464, 0.20787, -1.0306, -0.24302, 0.20787, 0.016406, 0.32128, 0.77621];16,608281;6106;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.69051, 0.63693, -0.8464, -0.25405, -0.8159, -0.8159, -0.24302, 1.2423, -1.0765, 1.3635];18,464496;6475;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[-0.69051, -1.0095, -0.69051, -1.5134, 0.20787, -0.25405, -0.36321, -0.8159, 1.2423, 0.063543, 1.3635];18,33273;10345;7642;7173;1529,4243%;17,80183567;38,0911%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.77621, -0.69051, -1.0095, -0.8464, 0.20787, -1.0765, -0.24302, 0.063543, 1.2286, 1.2423, 0.32128];16,618852;148;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -0.8464, -1.5134, -1.5134, 0.77621, -0.24302, -0.043934, -0.25405, 1.2423, 1.2286, 0.32128];16,663353;148;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;synthetic_control;0.1;[0.77621, -0.69051, -1.331, -0.68559, 0.14084, 0.063543, -0.24302, -0.24302, -0.043934, 1.2286, 0.32128];16,688526;158;151,3333333;317,6666667;67,7328%;16,65691033;29,2098%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.14084, -1.0306, -1.2645, -0.6578, 0.14084, -0.25405, -0.36321, -0.24302, -0.24302, 0.77621, 1.1274];15,299085;1492;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;synthetic_control;0.1;[0.20787, 0.63693, -1.331, -1.0095, -1.2645, -1.0765, -1.6539, -0.25405, 0.016406, -0.043934, 0.32128];17,220255;1479;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;synthetic_control;0.1;[-0.68559, -0.68559, -0.51374, -0.68559, -0.68559, -0.24302, 0.063543, 0.063543, -0.24302, 1.2423, 0.32128];17,140406;1487;1486;1017;216,8443%;16,55324867;28,4057%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;synthetic_control;0.1;[0.63693, 0.63693, 0.77621, -0.6578, -0.69051, -1.6539, -1.6539, -1.0765, -0.043934, 1.2423, 0.32128];16,367145;15267;;;;;
