heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.74582, -0.74568, -0.74568, -0.74568, -0.74635, -0.74635, -0.76857, -0.77674, -0.77799, -0.77799, -0.77799];0,57143;256;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.74582, -0.74582, -0.7457, -0.7457, -0.7457, -0.74635, -0.74564, -0.74554, -0.74554, -0.74554, -0.74606];0,54095;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.74582, -0.74582, -0.7457, -0.7457, -0.7457, -0.74635, -0.74564, -0.74554, -0.74488, -0.74488, -0.74606];0,54095;256;256,3333333;200;43,8276%;0,55111;24,9229%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.74582, -0.74582, -0.7457, -0.7457, -0.7457, -0.74635, -0.74564, -0.74554, -0.74488, -0.74488, -0.74606];0,54095;2565;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.65729, -0.65729, -0.65729, -0.66123, -0.6622, -0.6622, -0.74564, -0.74564, -0.74635, -0.74606, -0.74606];0,69515;2549;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Gun_Point;0.01;[-0.74582, -0.74582, -0.7457, -0.7457, -0.74635, -0.74635, -0.76857, -0.77608, -0.77608, -0.77608, -0.77608];0,57016;2549;2554,333333;2098;459,7516%;0,602086667;36,4781%
MSM-Mean Exact;3;11;Lighting2;0.01;[-0.19296];3,585204;459;;;;;
MSM-Mean Exact;3;11;Lighting2;0.01;[-0.19296];3,585204;474;;;;;
MSM-Mean Exact;3;11;Lighting2;0.01;[-0.19296];3,585204;458;463,6666667;0;0,0000%;3,585204;0,0000%
3-MSM-Mean;3;11;Lighting2;0.01;[-0.19296];3,585204;457;;;;;
3-MSM-Mean;3;11;Lighting2;0.01;[-0.19296];3,585204;457;;;;;
3-MSM-Mean;3;11;Lighting2;0.01;[-0.19296];3,585204;460;458;5,666666667;1,2221%;3,585204;0,0000%
Buckets MSM-Mean: bucketsize:2;3;11;Lighting2;0.01;[-0.19296, -0.25093, -0.21595, -0.2454, -0.27772, -0.1986];3,780144;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Lighting2;0.01;[-0.19296, -0.25093, -0.21595, -0.2454, -0.27772, -0.1986];3,780144;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Lighting2;0.01;[-0.19296, -0.25093, -0.21595, -0.2454, -0.27772, -0.1986];3,780144;0;0;463,6666667;100,0000%;3,780144;5,4373%
Buckets MSM-Mean: bucketsize:3;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.2454, -0.23996];3,662004;1;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.2454, -0.23996];3,662004;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.2454, -0.23996];3,662004;0;0,333333333;463,3333333;99,9281%;3,662004;2,1421%
Buckets MSM-Mean: bucketsize:4;3;11;Lighting2;0.01;[-0.19296, -0.13762, -0.27772];3,786264;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Lighting2;0.01;[-0.19296, -0.13762, -0.27772];3,786264;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Lighting2;0.01;[-0.19296, -0.13762, -0.27772];3,786264;3;3;460,6666667;99,3530%;3,786264;5,6080%
Buckets MSM-Mean: bucketsize:5;3;11;Lighting2;0.01;[-0.19296, -0.21595, -0.1986];3,622554;10;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Lighting2;0.01;[-0.19296, -0.21595, -0.1986];3,622554;10;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Lighting2;0.01;[-0.19296, -0.21595, -0.1986];3,622554;10;10;453,6666667;97,8433%;3,622554;1,0418%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.19296, -0.20969, -0.20969, -0.5111, -0.5111, -0.20416, -0.2454, 0.12271, 0.0079591, -0.58368];5,501332;63;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.62494, -0.53236, -0.25093, -0.28255, 0.046767, 0.51354, -0.2454, -0.20416, 0.0079591, 0.0079591, -0.008123];6,016519;54;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.25093, -0.20969, -0.5111, -0.5111, 0.15842, 0.15842, -0.23996, 0.12271, -0.1986];5,733596;61;59,33333333;404,3333333;87,2035%;5,750482333;60,3948%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.53236, -0.25093, -0.20969, -0.21595, -0.21595, -0.20416, -0.20416, -0.27772, 0.12271, -0.58368];5,58204;390;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.28255, -0.28255, -0.21595, -0.21595, -0.2454, -0.20416, 0.0079591, -0.23996, -0.1986];4,477919;562;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.25093, -0.20969, -0.21595, 0.046767, -0.20416, -0.2454, -0.23996, -0.27772, -0.1986];4,360527;512;488;24,33333333;5,2480%;4,806828667;34,0741%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.25093, -0.20969, -0.21595, -0.21595, -0.61513, -0.67492, -0.23996, -0.27772, -0.58368];4,866564;7774;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.19296, -0.28255, -0.25093, -0.13762, -0.21595, -0.2454, -0.2454, -0.23996, -0.40694, -0.58368];4,344514;6267;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.20969, -0.20969, -0.21595, -0.13762, 0.15842, 0.15842, -0.40694, -0.23996, -0.008123];5,147584;6362;6801;6337,333333;1366,7865%;4,786220667;33,4993%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.25093, -0.19296, -0.19296, -0.21595, -0.20969, 0.046767, -0.20416, -0.27772, -0.45522, 0.12271, -0.1986];5,465433;54;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.28255, -0.60436, -0.79387, -0.60436, -0.27772, -0.27772, -0.2454, -0.40694, -0.1986];4,932864;69;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.28255, -0.20969, 0.046767, -0.13762, -0.27772, -0.27772, -0.45522, -0.23996, -0.1986];4,745277;73;65,33333333;398,3333333;85,9094%;5,047858;40,7970%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.19296, 0.046767, 0.046767, -0.13762, 0.0079591, 0.0079591, 0.0079591, -0.58368, -0.23996];5,300782;582;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.19296, -0.22751, -0.21595, -0.13762, 0.046767, -0.27772, -0.20416, 0.15842, -0.23996, -0.23996];5,296533;618;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.28255, -0.13762, -0.20969, -0.21595, -0.45522, -0.20416, -0.27772, 0.12271, -0.40694];5,51002;587;595,6666667;132;28,4687%;5,369111667;49,7575%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.53236, -0.28255, -0.19296, -0.21595, -0.20969, 0.046767, 0.0079591, -0.45522, -0.45522, -0.40694, -0.58368];5,148029;8819;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.19296, -0.19296, -0.21595, -0.21595, 0.046767, -0.67492, -0.61513, -0.27772, 0.12271, -0.58368];6,340313;4822;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.19296, -0.21595, -0.13762, -0.21595, 0.0079591, 0.15842, -0.2454, -0.23996, -0.40694];4,9378;6351;6664;6200,333333;1337,2394%;5,475380667;52,7216%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.60436, -0.53236, -0.28255, -0.19296, -0.61513, -0.67492, -0.13762, -0.21595, -0.40694, -0.1986, -0.58368];6,022804;87;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting2;0.01;[0.11142, -0.20969, -0.25093, -0.28255, -0.2454, -0.13762, -0.13762, -0.21595, -0.58368, 0.12271, 0.12271];5,656075;86;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.28255, -0.28255, -0.20969, -0.20416, -0.2454, -0.13762, -0.5111, 0.12271, -0.40694, -0.27772];5,71717;65;79,33333333;384,3333333;82,8900%;5,798683;61,7393%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.53236, -0.62494, -0.53236, -0.62494, 0.046767, 0.046767, -0.21595, -0.21595, -0.1986, 0.0079591, -0.008123];5,411405;762;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.20969, -0.53236, 0.11142, -0.28255, -0.13762, -0.20416, -0.2454, 0.046767, -0.45522, -0.27772, -0.23996];6,407393;507;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.53236, -0.62494, -0.22751, -0.20969, -0.79387, -0.61513, -0.67492, -0.67492, -0.008123, -0.27772, -0.58368];6,445787;749;672,6666667;209;45,0755%;6,088195;69,8145%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.53236, -0.19296, -0.20969, -0.19296, -0.13762, -0.5111, -0.5111, -0.13762, -0.27772, -0.008123, 0.12271];5,713128;9038;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.28255, -0.25093, -0.19296, -0.13762, -0.61513, -0.61513, -0.21595, -0.1986, -0.45522, -0.58368];5,156974;9129;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.25093, -0.28255, -0.60436, -0.60436, 0.15842, -0.21595, 0.046767, 0.046767, 0.0079591, -0.40694, 0.12271];6,882913;6842;8336,333333;7872,666667;1697,9152%;5,917671667;65,0582%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.20969, -0.22751, 0.11142, 0.046767, -0.13762, -0.61513, -0.5111, -0.5111, -0.40694, -0.21595, -0.58368];5,476508;94;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.53236, -0.25093, -0.28255, -0.28255, -0.28255, -0.27772, -0.23996, -0.21595, -0.21595, -0.61513, -0.1986];4,806454;139;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting2;0.01;[-0.25093, -0.20969, 0.11142, -0.60436, -0.53236, -0.27772, -0.21595, -0.5111, -0.2454, -0.27772, -0.1986];5,67383;100;111;352,6666667;76,0604%;5,318930667;48,3578%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.19296, -0.25093, -0.25093, -0.20969, -0.53236, -0.23996, -0.21595, -0.23996, -0.2454, 0.0079591, -0.58368];5,452409;1453;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.22751, -0.79387, -0.60436, -0.13762, 0.046767, -0.5111, -0.61513, -0.20416, -0.40694, -0.21595, -0.008123];7,096781;1110;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting2;0.01;[-0.25093, -0.19296, -0.13762, -0.20969, -0.25093, -0.5111, -0.61513, -0.27772, -0.23996, -0.23996, -0.008123];4,786848;1251;1271,333333;807,6666667;174,1912%;5,778679333;61,1813%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.28255, -0.20969, -0.22751, -0.19296, -0.20969, -0.21595, -0.5111, -0.61513, -0.21595, -0.27772, -0.008123];4,970118;13585;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting2;0.01;[0.11142, -0.19296, -0.13762, -0.28255, -0.25093, 0.15842, -0.20416, -0.27772, -0.20416, -0.23996, -0.1986];5,394369;14192;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting2;0.01;[-0.28255, -0.53236, -0.19296, -0.13762, -0.25093, -0.27772, -0.23996, -0.40694, -0.45522, 0.0079591, -0.008123];5,318432;14215;13997,33333;13533,66667;2918,8354%;5,227639667;45,8115%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.2454, -0.27772, -0.23996];3,701804;25;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.2454, -0.27772, -0.23996];3,701804;24;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;23;24;439,6666667;94,8239%;3,699927333;3,1999%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;249;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;239;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;243;243,6666667;220;47,4479%;3,696174;3,0952%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;2478;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;2448;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.23996];3,696174;2476;2467,333333;2003,666667;432,1352%;3,696174;3,0952%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.2454, -0.23996];3,662004;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.20969, -0.21595, -0.20416, -0.1986];3,660374;17;17;446,6666667;96,3336%;3,654977333;1,9461%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;177;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;184;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;178;179,6666667;284;61,2509%;3,642554;1,5996%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;1857;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;1851;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.21595, -0.20416, -0.1986];3,642554;1848;1852;1388,333333;299,4249%;3,642554;1,5996%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;13;13;450,6666667;97,1963%;3,606294;0,5883%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;149;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;139;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;140;142,6666667;321;69,2308%;3,606294;0,5883%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1389;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1405;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1432;1408,666667;945;203,8102%;3,606294;0,5883%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;10;10;453,6666667;97,8433%;3,606294;0,5883%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;105;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;117;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;110;110,6666667;353;76,1323%;3,606294;0,5883%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1123;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1136;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.20969, -0.20416];3,606294;1130;1129,666667;666;143,6377%;3,606294;0,5883%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.008123];4,249488;32;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.28255, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,963734;32;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;32;32;431,6666667;93,0985%;4,030585333;12,4228%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;330;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;330;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;330;330;133,6666667;28,8282%;3,878534;8,1817%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;3348;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;3347;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.20969, -0.13762, -0.21595, -0.2454, -0.20416, -0.27772, -0.23996, -0.1986];3,878534;3377;3357,333333;2893,666667;624,0834%;3,878534;8,1817%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.21595, -0.2454, -0.27772, -0.23996];3,663984;24;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.25093, -0.20416, -0.23996];3,698864;22;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;22;22,66666667;441;95,1114%;3,666470667;2,2667%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;229;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;227;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;231;229;234,6666667;50,6111%;3,636564;1,4326%
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;2360;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;2346;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting2;0.01;[-0.20416, -0.23996];3,636564;2353;2353;1889,333333;407,4766%;3,636564;1,4326%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;17;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;16;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;17;16,66666667;447;96,4055%;3,585204;0,0000%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;168;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;168;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;173;169,6666667;294;63,4076%;3,585204;0,0000%
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1797;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1743;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1748;1762,666667;1299;280,1582%;3,585204;0,0000%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;12;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;12;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;11;Lighting2;0.01;[-0.1986];3,585204;12;12;451,6666667;97,4119%;3,585204;0,0000%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;136;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;132;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;11;Lighting2;0.01;[-0.1986];3,585204;125;131;332,6666667;71,7469%;3,585204;0,0000%
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1310;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1339;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;11;Lighting2;0.01;[-0.1986];3,585204;1339;1329,333333;865,6666667;186,7002%;3,585204;0,0000%
Generic MSM-Mean EA: generations:10000;3;11;Lighting2;0.01;[-0.20416, -0.20416, -0.20416, -0.20416, -0.20969, -0.20969, -0.28255, -0.45522, -0.45522, -0.45522, -0.45522];3,917014;25;;;;;
Generic MSM-Mean EA: generations:10000;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.23996, -0.23996, -0.22751];3,750644;25;;;;;
Generic MSM-Mean EA: generations:10000;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.22751, -0.21595, -0.21595, -0.23996, -0.23996, -0.23996, -0.23996, -0.20416, -0.20416];3,758124;27;25,66666667;438;94,4644%;3,808594;6,2309%
Generic MSM-Mean EA: generations:100000;3;11;Lighting2;0.01;[-0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.23996, -0.23996, -0.22751];3,750644;250;;;;;
Generic MSM-Mean EA: generations:100000;3;11;Lighting2;0.01;[-0.20969, -0.20969, -0.20969, -0.20969, -0.21595, -0.21595, -0.20969, -0.20969, -0.20969, -0.20969, -0.1986];3,742554;254;;;;;
Generic MSM-Mean EA: generations:100000;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.20969, -0.20969, -0.20969, -0.20969, -0.27772, -0.53236, -0.53236, -0.53236, -0.53236];3,988624;254;252,6666667;211;45,5068%;3,827274;6,7519%
Generic MSM-Mean EA: generations:1000000;3;11;Lighting2;0.01;[-0.1986, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.2454, -0.23996, -0.20969];3,749824;2541;;;;;
