heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;17;50words;1.0;[0.10099, 2.1047, 2.4339, 2.4039, 2.1407, -0.027194, -0.068954, 1.9732, 2.0402, -0.076884, 0.97972, -0.038255, -0.83094, 0.29639, -0.83089, 0.70163, -0.83057];74,953305;1741;1732,333333;72,35498433;0,188691337;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;17;50words;1.0;[2.2983, 2.4039, 2.1047, 0.066297, 1.6821, -0.051357, 1.8298, 1.5356, 1.798, 1.2539, 1.1168, -0.038255, 0.5619, -0.83048, 0.42341, 0.1994, -0.83057];71,596516;17754;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;17;50words;1.0;[0.10099, 2.1047, 2.4039, 2.4505, -0.051357, 1.8298, -0.068954, 1.8298, 1.2539, -0.038255, -0.068617, -0.068617, 0.84133, 0.37582, 0.10223, 0.29639, 1.0607];69,714416;17747;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;17;50words;1.0;[0.1384, 0.10099, 2.3663, 2.4339, 1.9732, 0.0013501, 1.5356, 1.8298, 1.3929, 1.6697, 0.019398, 0.019398, 0.84133, 0.10223, -0.83086, 0.42341, -0.83057];71,933596;19837;18446;71,08150933;0,167769921;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;17;50words;1.0;[2.3663, 2.4505, 2.3663, 2.1047, 2.2156, 1.9226, 1.8298, -0.027194, 1.3929, -0.027194, 0.5619, -0.83094, 0.5619, -0.038255, 0.29639, 0.37582, -0.83057];68,205094;180;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;17;50words;1.0;[2.2156, 2.4339, 2.3663, 2.2156, 2.4505, -0.027194, -0.82256, -0.068954, 1.9226, 1.2539, -0.038255, 0.019398, 0.70163, 0.70163, 1.1168, 0.37582, 0.28756];68,964773;216;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;17;50words;1.0;[0.032644, 2.3255, 2.2156, 1.9732, 2.4505, 1.6821, 1.6821, 1.9226, 1.5356, -0.027194, 1.2867, 0.5619, 0.10223, 0.29639, -0.038255, 0.42825, 0.42825];67,546756;187;194,3333333;68,23887433;0,121069398;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;17;50words;1.0;[-0.81891, 2.3255, 2.4039, 2.4339, 2.2983, -0.076884, -0.076884, 1.6821, 1.8298, -0.068617, 0.10223, -0.82984, 0.019398, 1.1168, 0.5619, 1.1688, 0.42341];72,860155;1729;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;17;50words;1.0;[2.3474, 1.9732, 2.3474, 0.10099, 2.1047, -0.051357, -0.027194, -0.027194, -0.82453, -0.82256, 1.1168, -0.83086, 0.5619, 0.97972, 0.10223, 0.37582, 0.42825];70,98274;2469;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;17;50words;1.0;[0.10099, 0.066297, 2.1047, 2.2156, 2.3474, 1.5356, 1.5356, 2.0402, -0.068617, -0.068954, 0.97972, 0.5619, 0.70163, 1.1168, -0.038255, 0.37582, 0.42825];68,173257;2170;2122,666667;70,67205067;0,161043087;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;17;50words;1.0;[0.1384, 0.066297, 2.3255, 2.3474, 0.066297, 1.9226, 1.8298, 2.0402, -0.068954, 1.5356, 0.84133, 1.1168, 0.1994, 0.1994, 0.70163, 0.37582, 0.37582];68,585244;21745;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;17;50words;1.0;[2.4505, 2.4039, 0.066297, 2.4039, 2.3663, 2.1407, -0.051357, 1.2539, 1.3929, 1.6821, 0.019398, 0.29639, 1.4141, 0.97972, 1.1168, -0.83089, 0.42825];73,041812;20104;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;17;50words;1.0;[2.4039, 2.3663, 2.4505, 0.1384, 2.3474, -0.068954, -0.068954, 2.0402, 1.5356, -0.076884, -0.82896, 0.97972, 0.97972, 0.84133, 0.29639, 1.1688, 0.28756];71,590347;21756;21201,66667;71,07246767;0,167621379;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[2.2983, 2.1047, 1.9732, 1.8298, -0.068954, 1.3929, 1.1168, 0.019398, 0.70163, 0.29639, 0.42341, 0.42825];62,668563;56;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[2.3474, 2.4039, 2.3663, 2.2801, 2.1407, 1.2539, 1.1168, 0.019398, 0.84133, 0.1994, 0.37582, 0.28756];63,474483;56;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[2.2983, 2.3663, 1.9732, 1.8298, 1.6821, 1.3929, 1.2539, 1.1168, 0.97972, 0.10223, 0.29639, 0.37582];63,245355;56;56;63,129467;0,037128972;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[2.2983, 2.1047, 1.8298, 1.6821, 1.3929, 1.1168, 0.97972, 0.1994, 0.5619, 0.37582, 0.42825];61,881373;581;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[2.4339, 2.4039, 2.3255, 1.6821, 1.3929, 1.1168, 0.019398, 0.10223, 0.1994, 0.29639, 0.37582, 0.28756];62,075073;576;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[0.10099, 0.032644, -0.027194, -0.051357, -0.076884, -0.038255, 0.019398, 0.10223, 0.29639, 0.42825];62,147275;581;579,3333333;62,03457367;0,019141404;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[2.2983, 2.2156, 1.9732, 1.6821, 1.5356, 1.3929, 1.2539, 1.1168, 0.019398, 0.84133, 0.70163, 0.29639, 0.37582, 0.28756];61,809625;5771;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[0.10099, 0.066297, 0.0013501, -0.027194, -0.068954, -0.068617, 0.019398, 0.1994, 0.29639, 0.37582];61,911118;5807;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[2.3474, 2.2983, 2.2156, 1.9732, 1.6821, 1.3929, 1.1168, 0.10223, 0.70163, 0.29639, 0.37582, 0.28756];61,786873;5828;5802;61,835872;0,015877013;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[0.1384, 0.032644, -0.051357, -0.068617, 0.10223, 0.1994, 0.37582, 0.28756];61,639305;43;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[0.066297, 0.0013501, -0.068954, 1.1168, 0.10223, 0.1994, 0.28756];63,028105;43;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[0.066297, 0.0013501, -0.027194, -0.076884, 0.019398, 0.29639, 0.28756];62,401718;43;43;62,356376;0,024428167;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.1384, 0.066297, -0.027194, -0.051357, -0.076884, -0.038255, 0.1994, 0.37582, 0.28756];61,816506;435;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.066297, 0.032644, -0.051357, -0.076884, 0.019398, 0.1994, 0.29639, 0.28756];61,839373;458;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.10099, 0.0013501, -0.027194, -0.076884, -0.038255, 0.70163, 0.42341, 0.42825];62,091929;440;444,3333333;61,915936;0,017192353;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.066297, -0.027194, -0.068954, -0.038255, 0.1994, 0.29639, 0.42341, 0.28756];61,565846;4439;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.066297, -0.027194, -0.076884, 0.019398, 0.1994, 0.5619, 0.42341, 0.28756];61,496762;4469;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.066297, -0.027194, -0.076884, 0.019398, 0.1994, 0.29639, 0.42341, 0.42825];61,496762;4456;4454,666667;61,51979;0,010684227;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[0.10099, 0.032644, -0.068954, 1.2539, 0.1994, 0.5619, 0.37582];63,290169;34;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[0.032644, -0.068954, -0.076884, -0.068617, 0.1994, 0.37582, 0.28756];62,366628;34;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[0.1384, 0.0013501, -0.068954, -0.038255, 0.1994, 0.42341, 0.42825];62,095521;34;34;62,584106;0,028169453;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.10099, 0.032644, -0.068954, 0.019398, 0.1994, 0.42341, 0.28756];62,01666;360;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.066297, 0.0013501, -0.076884, 0.10223, 0.1994, 0.37582, 0.28756];61,994286;350;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.10099, 0.066297, -0.027194, -0.076884, 0.10223, 0.1994, 0.5619, 0.28756];61,905868;354;354,6666667;61,97227133;0,018117864;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.032644, -0.068954, 0.019398, 0.70163, 0.5619, 0.42341, 0.28756];61,776523;3601;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.032644, -0.068954, -0.038255, 0.84133, 0.1994, 0.5619, 0.37582, 0.42825];61,413765;3621;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.032644, -0.027194, -0.068617, -0.038255, 0.70163, 0.29639, 0.37582, 0.28756];61,601184;3624;3615,333333;61,59715733;0,011955264;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[0.066297, -0.051357, 0.97972, 0.1994, 0.37582, 0.28756];63,059016;28;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[0.066297, 0.0013501, -0.051357, 0.97972, 0.10223, 0.42341, 0.42825];62,693752;28;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[0.1384, 0.032644, -0.076884, -0.038255, 0.42341, 0.28756];62,903437;29;28,33333333;62,88540167;0,03311932;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.032644, -0.068954, -0.076884, 0.019398, 0.1994, 0.29639, 0.42341];62,276817;292;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.0013501, -0.051357, -0.068954, 0.97972, 0.10223, 0.5619, 0.42341, 0.42825];61,944796;294;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.1384, 0.0013501, -0.068954, -0.068617, 0.10223, 0.29639, 0.37582, 0.28756];61,628776;288;291,3333333;61,95012967;0,017754107;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;50words;1.0;[0.1384, 0.032644, -0.051357, 0.019398, 0.10223, 0.1994, 0.29639, 0.42825];61,546067;2979;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;50words;1.0;[0.032644, 0.0013501, -0.027194, -0.051357, -0.038255, 0.70163, 0.5619, 0.42341, 0.42825];61,55506;2955;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;17;50words;1.0;[0.0013501, -0.068617, 0.10223, 0.70163, 0.5619, 0.37582, 0.28756];61,701882;2961;2965;61,601003;0,012018443;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[0.10099, -0.051357, 0.28756];66,432225;35;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[0.10099, -0.051357, 0.42825];66,572915;32;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;17;50words;1.0;[0.10099, -0.068954, 0.28756];66,467419;32;33;66,490853;0,092351849;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;334;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[0.10099, -0.051357, 0.28756];66,432225;334;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;17;50words;1.0;[0.1384, -0.068954, 0.28756];66,427292;335;334,3333333;66,417205;0,091141916;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;3379;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;3390;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;3423;3397,333333;66,392098;0,090729443;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[2.2156, 0.0013501, -0.068954, 0.42341];67,506898;23;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[0.066297, -0.068954, 0.28756];66,503152;23;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;17;50words;1.0;[0.032644, -0.068954, 0.28756];66,539164;22;22,66666667;66,849738;0,098247829;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.066297, -0.051357, 0.28756];66,467958;234;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.1384, -0.068954, 0.28756];66,427292;235;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;236;235;66,429116;0,091337597;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;2402;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;2392;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;2382;2392;66,392098;0,090729443;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[2.2983, 0.032644, -0.068954, 0.37582];67,590664;18;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[0.10099, -0.051357, 0.42341];66,568075;18;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;17;50words;1.0;[0.066297, -0.068954, 0.42825];66,643842;18;18;66,93419367;0,099635317;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.1384, -0.068954, 0.42825];66,567982;186;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.032644, -0.068954, 0.28756];66,539164;188;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;17;50words;1.0;[0.0013501, -0.068954, 0.42341];66,709058;186;186,6666667;66,60540133;0,094233718;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;1893;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;1900;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;17;50words;1.0;[0.1384, -0.051357, 0.28756];66,392098;1892;1895;66,392098;0,090729443;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[2.2156, 0.032644, 1.2539, 1.2867, 0.28756];67,779566;15;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[0.10099, 1.2539, 0.37582];67,714694;14;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;17;50words;1.0;[0.10099, 1.2539, 0.42341];67,667104;15;14,66666667;67,72045467;0,112552487;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.066297, -0.068954, 0.29639];66,511982;151;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.10099, -0.051357, 0.42825];66,572915;166;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;17;50words;1.0;[0.10099, -0.068954, 0.42825];66,608109;152;156,3333333;66,56433533;0,093559061;
