heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;11;50words;1.0;[-0.70192, -0.31878, -0.89557, -0.76532, -0.85766, -0.90961, -0.66304, -0.90157, -0.93115, -0.90109, -0.90109];15,098517;62;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;11;50words;1.0;[-0.70192, -0.31878, -0.70192, -0.76532, -0.90536, -0.90157, -0.049013, -0.85766, -0.91489, -0.26418, -0.34839];18,574311;61;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;11;50words;1.0;[-0.23771, -0.73504, -0.70192, -0.70192, -0.56697, -0.47977, -0.90961, -0.56697, -0.90109, -0.8677, -0.40883];16,008377;62;61,66666667;16,56040167;0,170920945;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;11;50words;1.0;[-0.15898, -0.6662, -0.15898, -0.89623, -0.163, -0.47977, -0.90961, -0.89821, -0.92182, -0.26418, -0.90109];17,289877;643;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;11;50words;1.0;[-0.23771, -0.31878, -0.31878, -0.70192, -0.89821, -0.85766, -0.90536, -0.83918, -0.97771, -0.40883, -0.8677];15,924817;631;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;11;50words;1.0;[-0.39866, -0.6662, -0.23771, -0.6662, -0.79311, -0.76426, -0.90961, -0.79311, -0.40883, -0.87417, -0.8677];15,468517;676;650;16,227737;0,147399533;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;11;50words;1.0;[-0.23771, -0.23771, -0.76532, -0.31878, -0.79311, -0.76426, -0.79311, -0.47977, -0.40883, -0.40883, -0.91489];16,810217;7558;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;11;50words;1.0;[-0.89555, -0.70192, -0.31878, -0.76532, -0.83918, -0.56697, -0.89821, -0.76426, -0.90109, -0.97771, -0.97771];15,070697;7637;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;11;50words;1.0;[-0.6662, -0.23771, -0.39866, -0.89569, -0.79311, -0.76426, -0.85766, -0.83918, -0.91489, -0.87417, -0.88889];14,576037;11213;8802,666667;15,48565033;0,0949295;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;11;50words;1.0;[-0.15898, -0.89557, -0.89623, -0.89557, -0.31878, -0.81787, -0.91489, -0.90157, -0.8677, -0.81787, -0.90109];15,836637;111;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;11;50words;1.0;[-0.89623, -0.23771, -0.23771, -0.73504, -0.79311, -0.76426, -0.76426, -0.91489, -0.8677, -0.76426, -0.40883];16,125417;90;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;11;50words;1.0;[-0.15898, 0.35365, -0.23771, -0.76532, -0.79311, -0.81787, -0.91489, -0.90536, -0.81787, -0.91489, -0.40883];16,837977;96;99;16,266677;0,150152828;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;11;50words;1.0;[-0.89555, -0.6662, -0.73504, -0.31878, -0.31878, -0.83918, -0.56697, -0.92182, -0.87417, -0.66304, -1.1013];16,262997;1121;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;11;50words;1.0;[-0.31878, -0.89623, -0.89557, -0.89557, -0.39866, -0.163, -0.66304, -0.87417, -0.90536, -0.76426, -1.1013];16,769677;1415;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;11;50words;1.0;[-0.31878, -0.31878, -0.73504, -0.89557, -0.47977, -0.8677, -0.90157, -0.81787, -0.83918, -0.34839, -1.1013];16,106337;1640;1392;16,37967033;0,158142142;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;11;50words;1.0;[-0.73504, -0.89555, -0.31878, -0.79311, -0.76532, -0.90157, -0.88889, -0.97771, -0.81787, -0.66304, -0.93115];15,918057;12305;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;11;50words;1.0;[-0.31878, -0.89623, -0.6662, -0.31878, -0.89569, -0.85766, -0.88889, -0.87417, -0.85766, -0.81787, -0.40883];16,256577;10782;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;11;50words;1.0;[-0.76532, -0.89569, -0.23771, -0.89569, -0.47977, -0.88889, -0.8677, -0.76426, -0.85766, -0.76426, -0.93115];15,620377;10075;11054;15,93167033;0,126465822;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.15898, -0.70192, -0.89569, -0.76532, -0.47977, -0.56697, -0.66304, -0.90961, -0.91489, -0.88889, -0.40883];15,634217;26;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.23771, -0.73504, -0.76532, -0.79311, -0.90157, -0.83918, -0.90961, -0.87417, -0.92182, -0.93115];16,459477;26;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.15898, -0.23771, -0.73504, -0.76532, -0.89821, -0.81787, -0.83918, -0.85766, -0.91489, -0.93115];16,370097;26;26;16,154597;0,142228091;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.6662, -0.70192, -0.31878, -0.76532, -0.89821, -0.81787, -0.66304, -0.76426, -0.91489, -0.92182, -0.93115];14,434697;263;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.15898, -0.23771, -0.31878, -0.39866, 0.21324, -0.81787, -0.83918, -0.90961, -0.87417, -0.88889, -1.1013];15,973277;268;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.6662, -0.70192, -0.31878, -0.89623, -0.47977, -0.56697, -0.90536, -0.85766, -0.91489, -0.92182, -0.93115];14,618677;267;266;15,00888367;0,061219202;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.15898, -0.70192, -0.73504, -0.89623, -0.89821, -0.56697, -0.83918, -0.85766, -0.87417, -0.88889, -0.93115];14,615077;2700;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.6662, -0.23771, -0.73504, -0.76532, -0.47977, -0.81787, -0.90536, -0.90961, -0.87417, -0.88889, -0.90109];14,379317;2733;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.15898, -0.70192, -0.31878, -0.76532, -0.79311, -0.56697, -0.66304, -0.76426, -0.8677, -0.92182, -0.90109];14,143057;2708;2713,666667;14,37915033;0,016693232;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.15898, -0.89569, -0.39866, -0.79311, -0.81787, -0.85766, -0.91489, -0.92182, -0.40883];19,989237;19;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.15898, -0.31878, -0.89821, -0.56697, -0.90536, -0.90961, -0.87417, -0.88889, -1.1013];19,365047;19;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.15898, -0.70192, -0.73504, -0.79311, -0.81787, -0.83918, -0.90961, -0.8677, -0.93115];18,454037;19;19;19,26944033;0,362466427;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.31878, -0.39866, -0.47977, -0.81787, -0.66304, -0.85766, -0.87417, -0.97771, -0.90109];18,364477;209;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.6662, -0.23771, -0.89569, -0.76532, -0.47977, -0.56697, -0.83918, -0.85766, -0.97771, -0.90109];16,958707;194;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.6662, -0.70192, -0.73504, -0.76532, -0.79311, -0.81787, -0.83918, -0.8677, -0.97771, -0.93115];16,107757;196;199,6666667;17,143647;0,212159931;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.15898, -0.70192, -0.73504, -0.89623, -0.89821, -0.56697, -0.83918, -0.76426, -0.91489, -0.92182, -1.1013];15,036817;1977;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.15898, -0.23771, 0.49216, -0.39866, -0.89821, -0.90157, -0.83918, -0.85766, -0.8677, -0.92182, -0.93115];16,142537;1995;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.6662, -0.89557, -0.73504, -0.76532, -0.81787, -0.83918, -0.85766, -0.8677, -0.88889, -0.93115];16,457267;1979;1983,666667;15,87887367;0,122732777;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[0.76351, -0.89557, -0.73504, -0.39866, -0.79311, -0.81787, -0.83918, -0.85766, -0.87417, -0.88889];18,625047;14;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[-0.89555, -0.73504, -0.39866, -0.47977, -0.90157, -0.90536, -0.90961, -0.8677, -0.97771];19,490687;14;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[-0.6662, -0.70192, -0.39866, -0.47977, -0.56697, -0.83918, -0.85766, -0.8677];21,247497;14;14;19,78774367;0,399113619;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.6662, -0.70192, -0.31878, -0.76532, -0.79311, -0.66304, -0.90961, -0.97771, -0.93115];18,813877;150;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.23771, -0.89569, -0.39866, -0.47977, 0.07707, -0.83918, -0.90961, -0.8677, -0.88889];20,603783;150;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.89555, -0.89569, -0.76532, -0.79311, -0.90157, -0.90536, -0.85766, -0.26418, -0.97771, -0.93115];18,553877;148;149,3333333;19,32384567;0,366313214;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.89555, -0.70192, -0.73504, -0.76532, -0.47977, -0.56697, -0.83918, -0.85766, -0.8677, -0.97771];16,942447;1596;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.6662, 0.62756, -0.73504, -0.89623, -0.89821, -0.81787, -0.90536, -0.76426, -0.8677, -0.92182, -0.90109];16,477977;1565;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.6662, -0.31878, -0.39866, -0.79311, -0.56697, -0.85766, -0.8677, -0.88889, -0.90109];18,615677;1545;1568,666667;17,345367;0,22642276;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.6662, -0.89569, -0.89821, -0.049013, -0.76426, -0.91489, -0.88889, -0.93115];22,489221;12;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.6662, -0.73504, -0.39866, -0.79311, -0.81787, -0.66304, -0.90961, -0.40883];22,245127;12;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.15898, -0.89557, -0.89569, -0.89623, -0.90961, -0.8677, -0.88889, -1.1013];21,965227;12;12;22,23319167;0,57202164;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.15898, -0.70192, -0.89569, -0.39866, -0.89821, -0.56697, -0.90536, -0.76426, -0.87417, -0.40883];18,153237;136;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.15898, -0.70192, -0.89623, -0.79311, -0.83918, -0.87417, -0.97771, -1.1013];21,520487;129;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.15898, -0.70192, -0.73504, 0.35365, -0.89821, -0.81787, -0.66304, -0.76426, -0.88889, -0.93115];18,536867;125;130;19,40353033;0,371947404;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.15898, -0.76532, -0.47977, -0.90157, -0.83918, -0.76426, -0.91489, -0.97771, -0.93115];18,923727;1270;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.6662, -0.89557, -0.31878, -0.89623, -0.56697, -0.90536, -0.85766, -0.88889, -1.1013];19,762877;1288;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.89555, -0.23771, -0.76532, -0.89821, -0.90157, -0.66304, -0.76426, -0.26418, -0.88889, -0.90109];18,341597;1322;1293,333333;19,00940033;0,34408002;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.90109];42,87741;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.90109];42,87741;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;11;50words;1.0;[-0.90109];42,87741;8;8,666666667;42,87741;2,031693219;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.90109];42,87741;95;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.90109];42,87741;89;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;11;50words;1.0;[-0.90109];42,87741;92;92;42,87741;2,031693219;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.90109];42,87741;957;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.90109];42,87741;955;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;11;50words;1.0;[-0.90109];42,87741;940;950,6666667;42,87741;2,031693219;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.88889];42,87187;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.88889];42,87187;7;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;11;50words;1.0;[-0.88889];42,87187;7;7,333333333;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;75;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;77;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;75;75,66666667;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.88889];42,87187;766;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.88889];42,87187;765;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;11;50words;1.0;[-0.88889];42,87187;769;766,6666667;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[-0.87417];42,87187;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[-0.87417];42,87187;6;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;11;50words;1.0;[-0.88889];42,87187;6;6;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;67;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.8677];42,87187;63;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;64;64,66666667;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.87417];42,87187;703;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.88889];42,87187;686;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;11;50words;1.0;[-0.8677];42,87187;680;689,6666667;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.87417];42,87187;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.8677];42,87187;5;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;4;11;50words;1.0;[-0.8677];42,87187;5;5;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.88889];42,87187;62;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.8677];42,87187;64;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;4;11;50words;1.0;[-0.87417];42,87187;61;62,33333333;42,87187;2,031301507;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.8677];42,87187;621;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.8677];42,87187;634;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;4;11;50words;1.0;[-0.88889];42,87187;647;634;42,87187;2,031301507;
Generic MSM-Mean EA: generations:10000;4;11;50words;1.0;[-0.56697, -0.26418, -0.73504, -0.70192, -0.76426, -0.6662, -0.81787, -0.81787, -0.87417, -0.89557, -0.90109];14,143057;33;;;;
Generic MSM-Mean EA: generations:10000;4;11;50words;1.0;[-0.47977, -0.34839, -0.66304, -0.56697, -0.76532, -0.6662, -0.73504, -0.76532, -0.8677, -0.91489, -0.90961];14,143057;33;;;;
Generic MSM-Mean EA: generations:10000;4;11;50words;1.0;[-0.47977, -0.70192, -0.39866, -0.39866, -0.56697, -0.70192, -0.83918, -0.79311, -0.8677, -0.89555, -0.90157];14,143057;32;32,66666667;14,143057;0;
Generic MSM-Mean EA: generations:100000;4;11;50words;1.0;[-0.39866, -0.47977, -0.47977, -0.40883, -0.47977, -0.66304, -0.81787, -0.76426, -0.8677, -0.90109, -0.90157];14,143057;330;;;;
Generic MSM-Mean EA: generations:100000;4;11;50words;1.0;[-0.23771, -0.47977, -0.40883, -0.76426, -0.76426, -0.73504, -0.6662, -0.76426, -0.8677, -0.91489, -0.90109];14,143057;332;;;;
Generic MSM-Mean EA: generations:100000;4;11;50words;1.0;[-0.34839, -0.47977, -0.40883, -0.39866, -0.56697, -0.76426, -0.66304, -0.83918, -0.8677, -0.89623, -0.90109];14,143057;336;332,6666667;14,143057;0;
Generic MSM-Mean EA: generations:1000000;4;11;50words;1.0;[-0.31878, -0.56697, -0.66304, -0.73504, -0.6662, -0.66304, -0.76426, -0.81787, -0.8677, -0.90157, -0.91489];14,143057;3312;;;;
Generic MSM-Mean EA: generations:1000000;4;11;50words;1.0;[-0.40883, -0.26418, -0.6662, -0.47977, -0.6662, -0.79311, -0.79311, -0.85766, -0.87417, -0.92182, -0.92182];14,143057;3310;;;;
Generic MSM-Mean EA: generations:1000000;4;11;50words;1.0;[-0.34839, -0.56697, -0.56697, -0.40883, -0.73504, -0.66304, -0.6662, -0.83918, -0.8677, -0.89557, -0.90536];14,143057;3299;3307;14,143057;0;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;4;11;50words;1.0;[-0.15898, -0.40883, -0.73504, -0.76532, -0.47977, -0.56697, -0.81787, -0.83918, -0.8677, -0.91489, -0.92182];14,143057;33;;;;
