heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.50209, 0.4735, 0.48577, 0.69549, 0.81302, 0.68887, 0.59056, 0.52885];12,434291;612;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[-0.46523, -0.5126, -0.35379, -0.37479, -0.35768, -0.2996, -0.20961, 0.37592, 0.23671, 0.68887, 0.55045, 0.52885];13,266185;616;614;-13868,66667;-95,76%;12,87795567;7,13%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.50209, 0.4735, 0.84692, 0.69549, 0.81302, 0.68887, 0.58259, 0.52885, 0.46338];12,501101;6159;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[0.084434, 0.16477, 0.56249, 0.50209, 0.4735, 0.84168, 0.79312, 0.9962, 0.77158, 0.59056, 0.55045, 0.52885];12,529791;6243;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[0.084434, 0.16477, 0.56249, 0.50209, 0.4735, 0.48577, 0.69549, 0.81302, 0.68887, 0.55045, 0.51123];12,471801;6196;6199,333333;-8283,333333;-57,19%;12,50089767;3,99%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.084434, 0.53464, 0.50209, 0.48577, 0.9962, 0.81302, 0.58259, 0.46338];12,515631;50;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.16477, 0.87471, 0.4735, 0.48577, 0.69549, 0.77158, 0.59056, 0.52885];12,891751;46;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.53464, 0.87471, 0.4735, 0.79312, 0.81302, 0.68887, 0.59056, 0.46338];12,535361;46;47,33333333;-14435,33333;-99,67%;12,647581;5,21%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.084434, 0.53464, 0.50209, 0.48577, 0.79312, 0.81302, 0.59056, 0.52885];12,436927;471;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.53464, 0.50209, 0.4735, 0.79312, 0.81302, 0.58259, 0.55045];12,381131;476;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.56249, 0.50209, 0.48577, 0.84692, 0.81302, 0.68887, 0.58259, 0.51123];12,301461;479;475,3333333;-14007,33333;-96,72%;12,373173;2,93%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.53464, 0.50209, 0.4735, 0.84168, 0.81302, 0.68887, 0.59056, 0.46338];12,215711;4875;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.4735, 0.79312, 0.77158, 0.68887, 0.58259, 0.51123];12,279381;4846;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.53464, 0.50209, 0.48577, 0.84168, 0.81302, 0.68887, 0.59056, 0.55045];12,230391;4790;4837;-9645,666667;-66,60%;12,24182767;1,84%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84168, 0.79312, 0.77158, 0.96615, 0.46338];12,246761;38;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.16477, 0.53464, 0.50209, 0.84692, 0.79312, 0.68887, 0.46338];12,234861;38;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84168, 0.77158, 0.55045, 0.46338];12,241551;38;38;-14444,66667;-99,74%;12,24105767;1,83%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84168, 0.79312, 0.68887, 0.52885];12,201771;391;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.84168, 0.79312, 0.68887, 0.59056, 0.52885];12,192371;398;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.50209, 0.84692, 0.77158, 0.96615, 0.46338];12,210461;388;392,3333333;-14090,33333;-97,29%;12,20153433;1,50%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.48577, 0.69549, 0.68887, 0.59056, 0.55045, 0.46338];12,146001;3963;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84692, 0.81302, 0.77158, 0.68887, 0.59056, 0.51123];12,118801;3981;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.48577, 0.84168, 0.79312, 0.68887, 0.58259, 0.55045, 0.51123];12,144891;3979;3974,333333;-10508,33333;-72,56%;12,13656433;0,96%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.84692, 0.69549, 0.59056, 0.46338];12,144851;32;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.56249, 0.87471, 0.84168, 0.79312, 0.68887, 0.51123];12,128041;32;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.84692, 0.68887, 0.55045, 0.51123];12,163361;32;32;-14450,66667;-99,78%;12,14541767;1,04%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.50209, 0.69549, 0.59056, 0.46338];12,129351;335;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.50209, 0.69549, 0.59056, 0.55045, 0.52885];12,123341;332;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.87471, 0.84168, 0.68887, 0.59056, 0.52885, 0.46338];12,067471;337;334,6666667;-14148;-97,69%;12,106721;0,71%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.56249, 0.87471, 0.84168, 0.68887, 0.58259, 0.51123];12,067241;3392;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.53464, 0.56249, 0.87471, 0.84692, 0.69549, 0.59056, 0.51123];12,074511;3372;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.56249, 0.87471, 0.84168, 0.68887, 0.59056, 0.46338];12,059271;3367;3377;-11105,66667;-76,68%;12,06700767;0,38%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.50209, 0.067632, 1.0338, 0.84168, -0.42892, -0.37182, -0.4245, -0.46582, -0.42008, -0.3266, 0.51123];15,602775;83;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.084434, 0.12815, -0.39751, -0.35379, -0.25712, -0.37479, -0.44157, -0.35768, 0.48577, 0.84692, 0.79312, 0.37592, -0.10547, 0.23671, 0.4571, 0.58259, 0.058383, 0.96615, 0.51123];15,251922;84;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, -0.25712, -0.37479, -0.44157, -0.35768, -0.20742, -0.2996, -0.20961, -0.42892, -0.37182, -0.4245, 0.59056, 0.55045, 0.96615, 0.46338];14,556465;83;83,33333333;-14399,33333;-99,42%;15,137054;25,92%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.16477, -0.35379, -0.25712, -0.37479, -0.44157, -0.35768, -0.20742, 0.48577, 0.84692, 0.79312, 0.37592, 0.81302, 0.77158, 0.68887, 0.58259, 0.058383, 0.51123];15,015758;868;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[-0.5126, -0.39751, -0.35379, -0.25712, -0.37479, -0.44157, -0.35768, -0.20742, -0.2996, -0.20961, -0.42892, 0.37592, 0.81302, 0.77158, 0.4571, 0.59056, 0.55045, 0.52885, -0.35106];15,32525;850;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.50209, 1.2725, 1.0338, 0.84692, 0.69549, 0.37592, -0.10547, 0.23671, 0.68887, 0.58259, 0.55045, 0.52885, 0.46338];14,415181;847;855;-13627,66667;-94,10%;14,91872967;24,11%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.50209, -0.35768, 0.48577, 0.84692, 0.69549, 0.9962, 0.81302, 0.77158, 0.68887, 0.59056, 0.55045, 0.52885, 0.46338];14,245885;8536;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[-0.5126, -0.39751, -0.35379, -0.25712, -0.37479, -0.44157, -0.35768, -0.20742, 0.48577, 0.84692, 0.79312, 0.9962, 0.81302, 0.77158, 0.68887, 0.58259, 0.55045, 0.96615, 0.46338];13,966647;8527;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;Lighting2;0.01;[0.12815, 0.16477, -0.35379, -0.25712, -0.37479, -0.44157, -0.35768, 0.48577, 0.84168, 0.79312, 0.37592, 0.81302, 0.77158, 0.68887, 0.59056, 0.55045, 0.51123];14,242605;8516;8526,333333;-5956,333333;-41,13%;14,15171233;17,73%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.16477, -0.25712, -0.35768, -0.20961, 0.9962, 0.77158, 0.58259, 0.51123];13,295724;57;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.50209, 1.0338, 0.69549, 0.37592, -0.10547, -0.4245, -0.46582, -0.3266, -0.35106];13,690621;57;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;Lighting2;0.01;[0.16477, -0.25712, -0.44157, 0.067632, 1.0338, 0.84168, 0.81302, 0.68887, 0.55045, 0.51123];13,462631;57;57;-14425,66667;-99,61%;13,482992;12,16%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.4735, 0.84168, 0.37592, 0.77158, 0.59056, 0.55045, 0.46338];12,942221;579;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.4735, 0.84692, 0.79312, 0.9962, 0.77158, 0.58259, 0.52885];12,507981;590;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.48577, 0.69549, 0.81302, 0.77158, 0.4571, 0.058383, 0.51123];12,998098;586;585;-13897,66667;-95,96%;12,8161;6,61%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.48577, 0.81302, 0.77158, 0.59056, 0.52885];12,365231;5881;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.4735, 0.84168, 0.81302, 0.77158, 0.58259, 0.55045, 0.46338];12,358521;5923;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.50209, 0.4735, 0.84692, 0.79312, 0.9962, 0.77158, 0.68887, 0.59056, 0.55045, 0.46338];12,463551;5912;5905,333333;-8577,333333;-59,22%;12,39576767;3,12%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.067632, 0.48577, 0.37592, 0.4571, 0.58259, 0.55045, 0.51123];12,709639;45;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.53464, 0.48577, 0.9962, 0.68887, 0.52885];12,361931;45;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.4735, 0.84168, 0.9962, 0.81302, 0.59056, 0.55045];12,459741;45;45;-14437,66667;-99,69%;12,510437;4,07%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.4735, 0.84692, 0.81302, 0.77158, 0.68887, 0.59056, 0.46338];12,215711;451;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.48577, 0.37592, 0.68887, 0.52885];12,340591;450;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.48577, 0.79312, 0.77158, 0.55045];12,321371;461;454;-14028,66667;-96,87%;12,29255767;2,26%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.53464, 0.50209, 0.48577, 0.81302, 0.68887, 0.55045, 0.52885];12,207301;4591;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.53464, 0.48577, 0.81302, 0.77158, 0.68887, 0.58259, 0.51123];12,195461;4601;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;Lighting2;0.01;[0.53464, 0.48577, 0.84168, 0.81302, 0.68887, 0.55045, 0.52885, 0.46338];12,178381;4559;4583,666667;-9899;-68,35%;12,19371433;1,44%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.4735, 0.37592, 0.59056, 0.51123];12,250311;36;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.56249, 0.50209, 0.84168, 0.79312, 0.68887, 0.46338];12,252711;38;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;Lighting2;0.01;[0.56249, 0.4735, 0.84692, 0.77158, 0.68887, 0.58259, 0.46338];12,294021;36;36,66666667;-14446;-99,75%;12,265681;2,04%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.53464, 0.48577, 0.81302, 0.68887, 0.58259, 0.51123];12,185461;372;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84692, 0.69549, 0.46338];12,162411;380;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84692, 0.68887, 0.59056, 0.51123];12,112301;374;375,3333333;-14107,33333;-97,41%;12,153391;1,10%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.50209, 0.84692, 0.79312, 0.68887, 0.55045, 0.46338];12,147311;3788;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.48577, 0.68887, 0.55045, 0.46338];12,112651;3825;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;Lighting2;0.01;[0.16477, 0.48577, 0.68887, 0.58259, 0.46338];12,102111;3811;3808;-10674,66667;-73,71%;12,120691;0,83%;;;;;
Generic MSM-Mean EA: generations:10000;3;20;Lighting2;0.01;[-0.35768, -0.35768, -0.35768, -0.37479, -0.42008, -0.42008, -0.4245, -0.4245, -0.4245, -0.42008, -0.42008, -0.42008, -0.4245, -0.4245, -0.42008, -0.3266, 0.058383, 0.058383, 0.52885, 0.4735];13,010105;77;;;;;;;;;;
Generic MSM-Mean EA: generations:10000;3;20;Lighting2;0.01;[0.37592, 0.50209, 0.50209, 0.48577, 0.48577, 0.48577, 0.50209, 0.55045, 0.37592, -0.10547, -0.20961, -0.20961, -0.37182, -0.37182, -0.37182, -0.42008, -0.42008, -0.42008, -0.42008, -0.35768];13,298761;76;;;;;;;;;;
Generic MSM-Mean EA: generations:10000;3;20;Lighting2;0.01;[-0.37479, -0.37479, -0.37182, -0.37182, -0.37182, -0.37182, -0.35379, -0.35379, -0.37479, -0.39751, -0.39751, -0.39751, -0.35768, 0.23671, 0.46338, 0.46338, 0.55045, 0.53464, 0.53464, 0.4735];12,964855;76;76,33333333;-14406,33333;-99,47%;13,09124033;8,90%;;;;;
Generic MSM-Mean EA: generations:100000;3;20;Lighting2;0.01;[0.56249, 0.56249, 0.56249, 0.52885, 0.4735, 0.4735, 0.4735, 0.4735, 0.37592, -0.20742, -0.25712, -0.35106, -0.35106, -0.35106, -0.25712, -0.25712, -0.20961, 0.084434, 0.084434, 0.37592];13,332841;767;;;;;;;;;;
Generic MSM-Mean EA: generations:100000;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.39751, -0.39751, -0.35768, 0.12815, 0.12815, 0.067632, 0.067632, 0.067632, 0.067632, 0.067632, -0.10547, -0.20961, -0.20961, -0.37182, -0.37182, -0.37182, -0.3266, -0.3266];13,612789;771;;;;;;;;;;
Generic MSM-Mean EA: generations:100000;3;20;Lighting2;0.01;[-0.37182, -0.37182, -0.37182, -0.37479, -0.37479, -0.35768, -0.2996, -0.20961, -0.10547, 0.23671, 0.4735, 0.4735, 0.51123, 0.51123, 0.51123, 0.53464, 0.53464, 0.52885, 0.52885, 0.48577];12,904315;768;768,6666667;-13714;-94,69%;13,283315;10,50%;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;Lighting2;0.01;[0.79312, 0.79312, 0.87471, 0.87471, 0.81302, 0.81302, 0.68887, 0.59056, 0.59056, 0.53464, 0.53464, 0.53464, 0.52885, 0.4571, 0.4571, 0.46338, 0.46338, 0.46338, 0.46338, 0.46338];12,307771;7706;;;;;;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;Lighting2;0.01;[0.23671, 0.46338, 0.46338, 0.46338, 0.37592, -0.25712, -0.37479, -0.37479, -0.37479, -0.37182, -0.37182, -0.37182, -0.37182, -0.35768, -0.25712, -0.25712, -0.20961, 0.12815, 0.46338, 0.46338];13,374001;7576;;;;;;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;Lighting2;0.01;[0.23671, 0.23671, 0.53464, 0.56249, 0.59056, 0.53464, 0.52885, 0.50209, 0.4735, 0.4735, 0.4735, 0.48577, 0.48577, 0.48577, 0.48577, 0.48577, 0.4735, 0.4735, 0.4735, 0.46338];12,365551;7627;7636,333333;-6846,333333;-47,27%;12,682441;5,50%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.12815, 0.16477, 0.53464, 0.56249, 0.50209, 0.067632, 0.067632, -0.20742, -0.20961, -0.20961, -0.37987, -0.37987, -0.37182, 0.23671, 0.4571, 0.55045, 0.52885, 0.51123];13,438321;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;Lighting2;0.01;[-0.46523, -0.46523, -0.39751, 0.16477, 0.53464, 0.56249, 0.50209, 0.50209, 0.4735, 0.4735, 0.48577, 0.69549, 0.37592, -0.10547, -0.41327, -0.41327, -0.4245, -0.42008, -0.3266, -0.3266];14,289849;77;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;Lighting2;0.01;[0.12815, 0.12815, 0.16477, 0.16477, 0.53464, 0.53464, 0.50209, 0.067632, 0.067632, 0.4735, 0.48577, 0.79312, 0.79312, 0.81302, 0.81302, 0.68887, 0.59056, 0.55045, 0.55045, 0.51123];12,749459;76;76,33333333;-14406,33333;-99,47%;13,492543;12,24%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.16477, 0.53464, 0.56249, 0.56249, 0.50209, 0.50209, 0.4735, 0.4735, 0.48577, 0.79312, 0.79312, 0.81302, 0.77158, 0.68887, 0.58259, 0.55045, 0.52885, 0.46338];12,351441;767;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.16477, 0.16477, -0.25712, -0.37479, -0.37479, -0.35768, -0.20742, -0.20742, -0.20961, -0.20961, -0.37987, -0.37987, -0.37182, -0.41327, -0.4245, -0.42008, -0.42008, -0.35106];13,137831;770;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.16477, 0.53464, 0.56249, 0.56249, 0.50209, 0.067632, 0.067632, -0.20742, -0.20961, -0.20961, -0.37987, -0.37182, -0.37182, 0.23671, 0.4571, 0.55045, 0.52885, 0.51123];13,418321;764;767;-13715,66667;-94,70%;12,96919767;7,89%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Lighting2;0.01;[0.12815, 0.12815, 0.16477, 0.53464, 0.56249, 0.56249, 0.50209, 0.50209, 0.4735, 0.4735, 0.48577, 0.79312, 0.79312, 0.81302, 0.81302, 0.68887, 0.59056, 0.55045, 0.55045, 0.51123];12,351441;7692;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Lighting2;0.01;[0.12815, 0.12815, 0.16477, 0.53464, 0.56249, 0.56249, 0.50209, 0.50209, 0.4735, 0.48577, 0.84168, 0.84168, 0.69549, 0.37592, -0.41327, -0.4245, -0.4245, -0.42008, -0.3266, -0.3266];13,393421;7692;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.16477, 0.16477, -0.25712, -0.37479, -0.37479, -0.35768, -0.20742, 0.4735, 0.48577, 0.69549, 0.69549, 0.37592, 0.23671, 0.23671, 0.4571, 0.55045, 0.52885, 0.51123];13,624755;7690;7691,333333;-6791,333333;-46,89%;13,12320567;9,17%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.53464, 0.53464, 0.50209, 0.50209, 0.50209, 0.48577, 0.48577, 0.48577, 0.48577, 0.37592, -0.37182, -0.37182, -0.37182, 0.058383, 0.058383, 0.46338, 0.46338];13,364701;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Lighting2;0.01;[0.16477, 0.16477, 0.16477, 0.53464, 0.53464, 0.50209, 0.50209, 0.50209, 0.50209, 0.48577, 0.48577, 0.48577, 0.81302, 0.81302, 0.81302, 0.77158, 0.68887, 0.59056, 0.55045, 0.46338];12,379711;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.35379, 0.16477, 0.53464, 0.53464, 0.50209, 0.4735, 0.4735, 0.4735, 0.4735, 0.37592, -0.20961, -0.41327, -0.41327, -0.41327, -0.4245, -0.4245, -0.42008, -0.35106];13,999039;77;76,33333333;-14406,33333;-99,47%;13,247817;10,21%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.35379, 0.12815, 0.16477, 0.50209, 0.50209, 0.50209, 0.48577, 0.48577, 0.48577, 0.84168, 0.81302, 0.81302, 0.68887, 0.58259, 0.58259, 0.52885, 0.52885, 0.46338];13,005039;765;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.39751, -0.39751, -0.37479, -0.37479, -0.35768, -0.20742, 0.067632, 0.4735, 0.48577, 0.84692, 0.84692, 0.69549, 0.37592, -0.10547, -0.42008, -0.42008, -0.42008, -0.3266];14,057007;769;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.35379, 0.12815, 0.16477, 0.53464, 0.56249, 0.50209, 0.067632, 0.067632, -0.2996, -0.2996, -0.37182, -0.37182, -0.41327, -0.4245, -0.4245, -0.42008, -0.3266, -0.3266];13,967349;771;768,3333333;-13714,33333;-94,69%;13,676465;13,77%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.12815, 0.16477, 0.16477, 0.50209, 0.50209, 0.50209, 0.48577, 0.48577, 0.48577, 0.79312, 0.81302, 0.81302, 0.81302, 0.68887, 0.59056, 0.55045, 0.52885, 0.51123];12,311141;7667;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Lighting2;0.01;[4.5762, 4.5762, 4.5762, 2.93, 2.088, 1.5547, 1.2725, 1.0368, 0.50209, 0.4735, 0.4735, 0.48577, 0.79312, 0.81302, 0.81302, 0.77158, 0.68887, 0.58259, 0.55045, 0.51123];16,311241;7607;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.12815, 0.16477, 0.53464, 0.53464, 0.56249, 1.0368, 1.0338, 1.0338, 1.0338, 0.9962, 0.9962, 0.77158, 0.77158, 0.68887, 0.59056, 0.55045, 0.55045, 0.46338];12,484251;7540;7604,666667;-6878;-47,49%;13,702211;13,99%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;Lighting2;0.01;[-0.39751, -0.39751, -0.35379, -0.35379, -0.37479, -0.37479, -0.35768, 0.067632, 0.4735, 0.48577, 0.79312, 0.81302, 0.81302, 0.79312, 0.69549, 0.37592, -0.10547, -0.3266, -0.3266, -0.3266];13,964427;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;Lighting2;0.01;[-0.35379, -0.35379, -0.35379, -0.37479, -0.37479, -0.35768, -0.20742, -0.20742, 0.067632, 0.4735, 0.48577, 0.84692, 0.84168, 0.68887, 0.58259, 0.58259, 0.55045, 0.52885, 0.46338, 0.46338];12,939117;76;;;;;;;;;;
