heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.63927, -0.63927, -0.63442, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;728;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.63927, -0.63442, -0.5858, -0.57486, -0.55793, -0.5389, -0.516, -0.47484, -0.40692, -0.32781, -0.070798, 0.11265, 0.25307, 0.25307];2,350768;759;748;-13660,33333;-94,81%;2,205333333;10,18%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.63927, -0.63927, -0.63442, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;7371;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Gun_Point;0.01;[-0.60092, -0.57789, -0.56987, -0.56987, -0.57064, -0.57865, -0.63927, -0.63442, -0.63442, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,181841;7388;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.65132, -0.63927, -0.63442, -0.63341, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,073691;7312;7357;-7051,333333;-48,94%;2,099154333;4,87%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.63927, -0.63442, -0.63442, -0.63442, -0.6287, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.60092, -0.57789, -0.56987, -0.57064, -0.57865, -0.63927, -0.63927, -0.63927, -0.63927, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,187051;74;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65852, -0.65849, -0.65737, -0.65737, -0.63927, -0.63927, -0.63927, -0.63442, -0.63442, -0.59826, -0.57381, -0.57381, -0.56252, -0.56252, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207];2,346023;75;74;-14334,33333;-99,49%;2,191668333;9,49%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65849, -0.65737, -0.65436, -0.65436, -0.63927, -0.63927, -0.63927, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.070798, -0.011157];2,073691;735;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65849, -0.65737, -0.65436, -0.65252, -0.65132, -0.63927, -0.63442, -0.63442, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,073691;730;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65735, -0.65735, -0.57789, -0.57064, -0.57064, -0.57064, -0.57865, -0.63442, -0.63341, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,205411;752;739;-13669,33333;-94,87%;2,117597667;5,79%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.65252, -0.63927, -0.63442, -0.63442, -0.63442, -0.62427, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;7349;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65737, -0.65436, -0.65252, -0.65132, -0.63927, -0.63927, -0.63341, -0.63341, -0.62427, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;7318;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;Gun_Point;0.01;[-0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.65132, -0.63927, -0.63927, -0.63341, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,041931;7351;7339,333333;-7069;-49,06%;2,041931;2,01%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.76947, -0.77031, -0.77031, -0.76105, -0.71917, -0.65436, -0.65252, -0.65252, -0.64486, -0.64486, -0.64349, -0.64349, -0.64265, -0.6421, -0.59826, -0.57381, -0.56252, -0.64889, -0.64889, -0.64889];2,778933;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.60092, -0.57789, -0.57789, -0.57865, -0.65132, -0.64814, -0.63927, -0.63442, -0.63442, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,183201;73;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65849, -0.65737, -0.65436, -0.65436, -0.63927, -0.63927, -0.63341, -0.63341, -0.6287, -0.59826, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.070798];2,041931;72;73,66666667;-14334,66667;-99,49%;2,334688333;16,64%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65737, -0.65436, -0.65252, -0.63927, -0.63442, -0.63442, -0.63341, -0.6287, -0.5858, -0.57381, -0.55793, -0.5389, -0.5282, -0.47662, -0.39207, -0.32781, -0.3089, -0.070798];2,041931;735;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65735, -0.65849, -0.65849, -0.65737, -0.65132, -0.65132, -0.64814, -0.6471, -0.63442, -0.63341, -0.63341, -0.63341, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,075351;742;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.76947, -0.76947, -0.76105, -0.71917, -0.65849, -0.65849, -0.63927, -0.63442, -0.63442, -0.63442, -0.62427, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.32781, -0.3089, -0.011157];2,184641;731;736;-13672,33333;-94,89%;2,100641;4,94%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65852, -0.65852, -0.65849, -0.65737, -0.65436, -0.65252, -0.65252, -0.63927, -0.63927, -0.63341, -0.63341, -0.6287, -0.59826, -0.57381, -0.56252, -0.5282, -0.47662, -0.39207, -0.3089, -0.070798];2,073691;7303;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65849, -0.65852, -0.65849, -0.65849, -0.63927, -0.63927, -0.63927, -0.63927, -0.6287, -0.59826, -0.57381, -0.57381, -0.57381, -0.56252, -0.55018, -0.5282, -0.47662, -0.39207, -0.3089, -0.011157];2,049841;7423;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;Gun_Point;0.01;[-0.65737, -0.65852, -0.65849, -0.65737, -0.65436, -0.63927, -0.63927, -0.63927, -0.63927, -0.63341, -0.59826, -0.57486, -0.56252, -0.55018, -0.516, -0.47484, -0.40692, -0.32781, -0.3089, -0.011157];2,041931;7299;7341,666667;-7066,666667;-49,05%;2,055154333;2,67%;;;;;
MSM-Mean Exact;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14533;;;;;;;;;;
MSM-Mean Exact;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14499;;;;;;;;;;
MSM-Mean Exact;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14416;14482,66667;0;0,00%;12,020961;0,00%;;;;;
3-MSM-Mean;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14409;;;;;;;;;;
3-MSM-Mean;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14595;;;;;;;;;;
3-MSM-Mean;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.53464, 0.56249, 0.87471, 0.79312, 0.77158, 0.68887, 0.59056, 0.53464, 0.52885, 0.46338];12,020961;14407;14470,33333;-12,33333333;-0,09%;12,020961;0,00%;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.067632, 0.4735, 0.84168, 0.69549, -0.10547, 0.23671, 0.58259, 0.058383, 0.52885, 0.46338];14,331616;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.067632, 0.4735, 0.84168, 0.69549, -0.10547, 0.23671, 0.58259, 0.058383, 0.52885, 0.46338];14,331616;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.067632, 0.4735, 0.84168, 0.69549, -0.10547, 0.23671, 0.58259, 0.058383, 0.52885, 0.46338];14,331616;0;0;-14482,66667;-100,00%;14,331616;19,22%;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Lighting2;0.01;[0.12815, 0.53464, 0.50209, 0.48577, 0.37592, 0.4571, 0.52885, 0.46338];12,290281;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Lighting2;0.01;[0.12815, 0.53464, 0.50209, 0.48577, 0.37592, 0.4571, 0.52885, 0.46338];12,290281;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;Lighting2;0.01;[0.12815, 0.53464, 0.50209, 0.48577, 0.37592, 0.4571, 0.52885, 0.46338];12,290281;1;1;-14481,66667;-99,99%;12,290281;2,24%;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Lighting2;0.01;[0.12815, 0.56249, 0.4735, 0.37592, 0.58259, 0.55045, 0.52885, 0.46338];12,417671;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Lighting2;0.01;[0.12815, 0.56249, 0.4735, 0.37592, 0.58259, 0.55045, 0.52885, 0.46338];12,417671;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;Lighting2;0.01;[0.12815, 0.56249, 0.4735, 0.37592, 0.58259, 0.55045, 0.52885, 0.46338];12,417671;7;7;-14475,66667;-99,95%;12,417671;3,30%;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;Lighting2;0.01;[0.12815, 0.50209, 0.84168, 0.69549, 0.4571];12,197281;22;;;;;;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;Lighting2;0.01;[0.12815, 0.50209, 0.84168, 0.69549, 0.4571];12,197281;22;;;;;;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;Lighting2;0.01;[0.12815, 0.50209, 0.84168, 0.69549, 0.4571];12,197281;22;22;-14460,66667;-99,85%;12,197281;1,47%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.16477, 0.16477, 0.87471, 0.87471, 0.50209, 0.067632, 1.0338, 1.0338, 0.84168, -0.20961, 0.37592, 0.9962, 0.68887, 0.4571, -0.42008, 0.058383, -0.35106, 0.52885];19,554268;57;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;Lighting2;0.01;[-0.5126, -0.5126, 0.53464, 0.53464, 0.87471, 0.87471, 1.2725, 1.2725, 0.48577, -0.2996, 0.84168, 0.84168, 0.9962, 0.37592, 0.77158, 0.77158, -0.46582, -0.46582, -0.35106, 0.46338];19,380165;57;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;Lighting2;0.01;[-0.46523, -0.46523, -0.39751, -0.35379, -0.25712, -0.37479, 1.5547, 1.2725, 1.0338, 0.48577, 0.84692, 0.69549, -0.37987, 0.37592, 0.68887, -0.41327, -0.46582, 0.58259, 0.52885, 0.96615];20,478381;63;59;-14423,66667;-99,59%;19,80427133;64,75%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.12815, -0.35379, -0.39751, 0.87471, 0.56249, -0.35768, -0.35768, 1.0368, 0.48577, 0.69549, 0.84692, 0.9962, -0.37987, 0.4571, 0.68887, 0.58259, -0.42008, 0.46338, 0.96615];22,938248;673;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.12815, -0.39751, -0.35379, -0.25712, -0.25712, 0.50209, -0.35768, 0.4735, 1.0368, 0.69549, 0.84692, -0.37987, -0.37987, 0.68887, 0.68887, 0.55045, 0.59056, 0.96615, -0.3266];20,032875;612;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;Lighting2;0.01;[-0.46523, 0.084434, 0.53464, 0.53464, 0.56249, 0.56249, 1.2725, 1.2725, 0.4735, -0.20742, 0.79312, -0.20961, 0.37592, 0.9962, 0.4571, 0.23671, 0.55045, -0.42008, -0.3266, -0.3266];20,532549;467;584;-13898,66667;-95,97%;21,16789067;76,09%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.084434, -0.35379, -0.35379, 0.56249, 0.56249, 1.2725, 1.2725, 1.0368, 1.0338, 0.84692, -0.42892, -0.37182, -0.37987, 0.23671, 0.77158, 0.058383, -0.46582, 0.46338, 0.51123];18,702865;7351;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.16477, 0.53464, 0.87471, 0.87471, 0.50209, 0.067632, 1.0338, 1.0338, 0.84692, 0.84692, 0.37592, 0.9962, 0.23671, 0.68887, 0.58259, 0.058383, -0.35106, 0.46338];17,520451;6999;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.12815, -0.39751, -0.39751, 0.87471, 0.87471, -0.35768, -0.44157, -0.20742, 0.48577, 0.84692, 0.84692, -0.10547, -0.37987, -0.4245, 0.68887, 0.59056, -0.42008, 0.52885, 0.51123];20,426131;7372;7240,666667;-7242;-50,00%;18,883149;57,09%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.084434, -0.37479, -0.37479, -0.37479, 0.067632, -0.35768, -0.44157, 0.79312, 0.69549, 0.48577, -0.37987, 0.77158, 0.77158, 0.4571, 0.68887, 0.68887, 0.51123, 0.51123];17,389778;88;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.12815, 0.084434, 0.53464, 0.87471, -0.25712, 0.50209, 1.2725, 1.2725, 0.69549, 1.0338, 0.84168, 0.77158, 0.23671, 0.9962, 0.59056, -0.4245, -0.46582, 0.46338, -0.3266];21,110796;68;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;Lighting2;0.01;[-0.46523, -0.39751, -0.39751, 0.56249, -0.35379, 0.53464, -0.20742, 0.067632, 0.067632, -0.42892, 0.79312, 0.84692, 0.37592, -0.37182, 0.37592, 0.59056, -0.42008, 0.55045, 0.52885, 0.52885];21,867681;66;74;-14408,66667;-99,49%;20,12275167;67,40%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;Lighting2;0.01;[-0.39751, -0.39751, 0.12815, -0.25712, 0.87471, 0.56249, -0.35768, -0.44157, -0.44157, -0.20961, -0.2996, 0.48577, 0.23671, 0.77158, -0.10547, 0.4571, 0.68887, 0.058383, -0.35106, 0.96615];21,377859;681;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;Lighting2;0.01;[0.12815, -0.39751, 0.16477, -0.35379, -0.35379, 0.56249, 0.4735, 0.067632, 0.50209, 0.48577, -0.20961, 0.79312, 0.77158, 0.77158, -0.10547, 0.59056, 0.68887, 0.4571, 0.46338, 0.51123];18,671269;689;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;Lighting2;0.01;[0.084434, 0.084434, 0.084434, -0.35379, 0.56249, -0.37479, 0.067632, 0.067632, 1.0368, -0.2996, 0.48577, 0.69549, -0.41327, -0.10547, -0.37182, 0.68887, 0.68887, -0.42008, 0.46338, 0.46338];23,074069;712;694;-13788,66667;-95,21%;21,04106567;75,04%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.12815, -0.5126, -0.5126, 0.53464, 0.53464, -0.25712, 1.0368, 0.50209, 0.067632, 0.48577, 0.79312, 0.69549, 0.23671, 0.77158, 0.23671, 0.058383, -0.42008, -0.4245, 0.96615, 0.96615];20,925872;7191;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;Lighting2;0.01;[-0.5126, 0.084434, -0.46523, 0.87471, 0.53464, 0.56249, 0.067632, 1.2725, 1.0368, 0.84168, 1.0338, 0.79312, 0.77158, 0.81302, 0.77158, 0.4571, -0.46582, 0.55045, -0.3266, 0.51123];21,184551;7896;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.084434, -0.39751, -0.39751, -0.35379, 0.87471, 0.56249, -0.35768, -0.44157, 0.067632, 0.84692, 0.84692, 0.79312, 0.81302, -0.41327, 0.23671, 0.55045, 0.55045, 0.68887, -0.35106, 0.46338];20,025879;7163;7416,666667;-7066;-48,79%;20,71210067;72,30%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.53464, 0.53464, 0.12815, 0.16477, -0.37479, -0.37479, 0.067632, -0.25712, 0.84692, 0.4735, 0.48577, 1.0338, -0.41327, 0.81302, 0.81302, -0.37987, -0.46582, 0.96615, 0.55045, -0.35106];22,961975;60;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.12815, 0.12815, 0.16477, 0.16477, 0.87471, 0.067632, -0.37479, -0.37479, 0.79312, 0.84692, 0.84692, 0.4735, -0.41327, 0.4571, 0.37592, 0.81302, 0.96615, 0.51123, -0.35106, -0.46582];19,346155;100;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.16477, -0.39751, 0.53464, 0.12815, -0.37479, 1.5547, 1.5547, 1.5547, 0.4735, -0.42892, 0.84168, -0.42892, 0.81302, 0.23671, 0.9962, -0.37987, 0.51123, 0.058383, 0.58259, 0.46338];27,936042;73;77,66666667;-14405;-99,46%;23,414724;94,78%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;Lighting2;0.01;[5.3061, 5.6516, 5.6516, 4.5762, 0.87471, 0.87471, 1.2725, 0.50209, -0.42892, 1.0368, 0.4735, 1.0368, 0.68887, -0.41327, 0.37592, 0.81302, -0.3266, -0.35106, 0.51123, -0.3266];30,859711;646;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;Lighting2;0.01;[-0.5126, -0.46523, -0.39751, -0.5126, 0.50209, -0.25712, -0.44157, -0.35768, -0.20961, -0.20742, 0.48577, -0.2996, 0.77158, 0.81302, 0.4571, 0.23671, 0.52885, -0.3266, 0.52885, 0.96615];20,896905;686;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;Lighting2;0.01;[0.12815, -0.46523, -0.5126, 0.16477, 0.067632, 0.067632, -0.35768, 0.067632, 0.84168, 0.79312, -0.20961, 1.0338, 0.9962, 0.68887, -0.37182, 0.23671, 0.96615, 0.59056, -0.46582, 0.058383];22,299562;607;646,3333333;-13836,33333;-95,54%;24,68539267;105,35%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;Lighting2;0.01;[-0.46523, 0.16477, 0.12815, 0.16477, 0.50209, 0.56249, 0.56249, -0.44157, -0.20742, 1.0338, 0.84168, -0.20961, -0.41327, 0.4571, -0.10547, 0.4571, 0.52885, 0.46338, -0.42008, 0.96615];21,872769;9782;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;Lighting2;0.01;[-0.46523, -0.5126, -0.35379, 0.084434, 0.56249, 0.50209, 0.56249, -0.25712, -0.42892, -0.20961, 0.79312, 0.84692, 0.37592, -0.37182, -0.37182, 0.4571, 0.058383, 0.46338, -0.46582, 0.058383];19,684669;9716;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;Lighting2;0.01;[-0.39751, -0.5126, 0.53464, 0.16477, -0.37479, -0.37479, -0.37479, -0.35768, 0.48577, 0.69549, 0.48577, 0.48577, 0.77158, -0.4245, 0.37592, 0.37592, 0.96615, -0.3266, 0.58259, 0.46338];20,200573;6764;8754;-5728,666667;-39,56%;20,58600367;71,25%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.12815, -0.46523, -0.25712, -0.46523, 0.12815, -0.2996, -0.35768, 0.48577, 1.0338, 1.0368, -0.37987, 0.69549, -0.37182, -0.37182, -0.20961, -0.35106, 0.55045, -0.35106, 0.59056, 0.52885];22,333265;98;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;Lighting2;0.01;[-0.35379, -0.5126, 2.93, -0.46523, -0.5126, -0.2996, 0.067632, -0.2996, -0.35768, 0.48577, 0.23671, -0.10547, 0.81302, 0.77158, 0.84168, -0.46582, 0.46338, 0.46338, 0.51123, 0.55045];26,577731;85;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;Lighting2;0.01;[0.16477, 0.56249, 0.12815, 0.56249, 0.12815, 0.87471, -0.37479, 0.067632, 0.50209, 1.0368, 0.37592, 0.23671, 0.23671, -0.37987, -0.41327, -0.4245, 0.058383, 0.46338, -0.3266, 0.55045];20,864278;120;101;-14381,66667;-99,30%;23,25842467;93,48%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;Lighting2;0.01;[-0.25712, 0.084434, -0.39751, -0.5126, -0.39751, -0.35768, 0.48577, 1.0368, 1.2725, 1.0338, 0.77158, -0.42892, -0.41327, -0.37182, 0.77158, -0.4245, -0.42008, 0.058383, 0.58259, 0.59056];19,660321;935;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;Lighting2;0.01;[-0.35379, -0.39751, -0.46523, 0.56249, 5.6516, 0.50209, 1.0368, 1.2725, 0.87471, -0.20742, 0.84168, 0.84168, -0.20961, 0.84168, 0.9962, 0.058383, 0.52885, -0.35106, -0.46582, 0.46338];33,835022;916;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;Lighting2;0.01;[2.93, 0.084434, 0.53464, -0.35379, -0.5126, 1.5547, 1.0338, 0.4735, 0.87471, -0.35768, -0.20961, 0.37592, 0.37592, 0.23671, 0.23671, 0.96615, -0.3266, 0.96615, -0.42008, -0.35106];28,597619;849;900;-13582,66667;-93,79%;27,36432067;127,64%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.16477, -0.35379, 0.084434, 0.53464, -0.5126, 0.48577, -0.37479, 0.48577, 0.87471, 0.067632, 0.84692, 0.84692, -0.42892, 0.81302, 0.79312, 0.58259, 0.058383, 0.58259, 0.68887, -0.4245];25,350396;9431;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;Lighting2;0.01;[-0.5126, -0.39751, 0.53464, 0.16477, 0.16477, 1.0338, 1.5547, 1.5547, -0.44157, 0.48577, -0.37987, -0.42892, -0.37987, 0.9962, -0.41327, -0.3266, 0.68887, 0.58259, -0.46582, 0.058383];25,162214;8810;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;Lighting2;0.01;[0.16477, -0.39751, -0.39751, -0.25712, 0.56249, 0.87471, 0.067632, -0.2996, 0.48577, 1.0368, -0.20961, -0.42892, 0.77158, 0.84168, -0.37182, 0.58259, -0.35106, 0.55045, -0.42008, 0.59056];25,769171;10109;9450;-5032,666667;-34,75%;25,42726033;111,52%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.12815, 0.16477, -0.35379, -0.37479, -0.35768, -0.2996, -0.20961, -0.37987, -0.41327, -0.46582, -0.3266, 0.51123];13,535294;60;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.12815, 0.16477, 0.56249, 0.50209, 1.0368, 0.84168, 0.9962, 0.77158, 0.68887, 0.58259, 0.96615];13,731541;61;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;Lighting2;0.01;[0.084434, 0.16477, -0.25712, 0.50209, 0.4735, 0.48577, 0.84168, 0.37592, 0.77158, 0.59056, 0.55045, 0.46338];13,909685;60;60,33333333;-14422,33333;-99,58%;13,72550667;14,18%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;Lighting2;0.01;[0.084434, 0.16477, 0.56249, 0.50209, 1.0368, 0.84692, 0.79312, 0.81302, 0.4571, 0.58259, 0.52885];12,933391;614;;;;;;;;;;
