heuristic;k;n;dataset;c;mean;cost;time in ms;avg time in ms;avg cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;4;15;50words;1.0;[-0.28775, -0.28775, 0.31058, 0.44933, 0.15491, -0.50288, -0.64944, -0.72084, -0.77321, -0.26046, -0.26046, 0.20149, -0.34763, -0.82374, -0.7386];28,180692;8509;9092,666667;28,37721067;0,071295278;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;50words;1.0;[-0.28775, -0.37099, 0.31058, 0.27077, -0.55919, -0.77321, 0.0055374, -0.60734, -0.74477, -0.72084, -0.77102, -0.74642, -0.80158, -0.34763, -0.73203];27,051912;131;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;50words;1.0;[0.37367, 0.27077, 0.49553, -0.50288, -0.55919, 0.0055374, -0.78713, 0.082333, 0.278, -0.76646, -0.13984, -0.26046, -0.80158, 0.092898, 0.12754];30,273936;116;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;4;15;50words;1.0;[0.54458, 0.49553, -0.37099, 0.27077, 0.21919, 0.21919, -0.55919, -0.55919, -0.72084, -0.77102, -0.75111, -0.13984, 0.12754, -0.72476, -0.81462];28,627732;151;132,6666667;28,65119333;0,081638661;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;50words;1.0;[0.59331, 0.31058, 0.27077, -0.28775, 0.082333, 0.15491, -0.77321, -0.55919, -0.75111, 0.278, -0.74642, -0.74477, -0.80158, -0.38061, 0.12754];29,283276;1173;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;50words;1.0;[0.37367, 0.34388, -0.37099, -0.37099, 0.15491, 0.0055374, 0.15491, -0.55919, -0.72084, -0.74642, -0.13984, -0.74642, -0.82374, 0.16113, -0.81462];28,245486;1185;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;4;15;50words;1.0;[0.49553, 0.27077, 0.31058, -0.50288, 0.082333, -0.64944, -0.68914, -0.77321, -0.74642, -0.78907, 0.20149, -0.77102, 0.16113, 0.092898, 0.16113];31,164572;1226;1194,666667;29,56444467;0,116115687;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;50words;1.0;[-0.50288, 0.31058, 0.49553, 0.31058, -0.55919, -0.68914, -0.55919, 0.15491, -0.74477, -0.26046, -0.77102, -0.78907, -0.82374, -0.80158, -0.72476];28,360798;13292;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;50words;1.0;[0.34388, 0.37367, -0.44154, 0.27077, 0.0055374, 0.0055374, 0.082333, 0.21919, -0.78907, -0.72084, -0.74642, -0.77102, 0.092898, -0.80158, -0.82374];28,348834;13216;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;4;15;50words;1.0;[0.49553, 0.34388, 0.49553, 0.27077, -0.55919, -0.64944, -0.64944, 0.082333, -0.74477, -0.72084, -0.75907, -0.74642, -0.38061, -0.73203, -0.38061];27,407184;13358;13288,66667;28,03893867;0,058524848;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;50words;1.0;[0.21919, 0.31058, 0.31058, -0.80087, -0.80087, 0.082333, 0.082333, -0.68914, -0.76646, -0.68914, -0.81462, -0.34763, 0.12754, -0.80158, -0.72476];28,897072;156;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;50words;1.0;[0.59331, 0.44933, 0.31058, -0.37099, 0.31058, 0.0055374, 0.15491, 0.15491, -0.68914, 0.082333, -0.73203, -0.74477, -0.78907, 0.16113, -0.2045];29,747758;126;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;4;15;50words;1.0;[0.37367, -0.28775, 0.31058, -0.50288, -0.44154, -0.72084, -0.069456, -0.64944, -0.77979, -0.60734, 0.16113, -0.34763, -0.77102, -0.7386, -0.80158];27,823132;170;150,6666667;28,822654;0,088111636;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;50words;1.0;[0.21919, -0.44154, 0.59331, 0.34388, -0.807, 0.37032, -0.77321, -0.74642, 0.34066, -0.72084, 0.092898, 0.16113, -0.7386, -0.80158, 0.092898];32,154096;964;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;50words;1.0;[0.49553, -0.50288, -0.37099, 0.27077, 0.31058, 0.0055374, -0.13984, -0.77321, 0.0055374, -0.74642, -0.34763, -0.38061, -0.77102, -0.74477, -0.80158];27,741059;1712;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;4;15;50words;1.0;[0.21919, 0.27077, 0.49553, 0.31058, 0.37367, -0.069456, 0.0055374, 0.31223, -0.60734, -0.64944, -0.38061, 0.12754, -0.30811, -0.77102, -0.75111];28,767238;1419;1365;29,554131;0,115726326;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;50words;1.0;[0.49553, 0.31058, -0.37099, -0.44154, -0.37099, -0.60734, 0.34066, -0.68914, -0.68914, -0.68914, 0.16113, -0.81462, -0.34763, -0.81462, -0.74477];28,376326;12218;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;50words;1.0;[0.54458, 0.34388, -0.37099, 0.44933, 0.44933, 0.31223, -0.76646, -0.75907, -0.72084, -0.77321, -0.26046, 0.24329, -0.75111, -0.26046, -0.26046];29,949072;10724;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;4;15;50words;1.0;[0.21919, 0.34388, -0.37099, 0.44933, -0.44154, -0.64944, -0.069456, -0.77321, -0.60734, -0.069456, -0.80158, -0.75111, -0.82374, -0.77102, 0.16113];28,926184;10934;11292;29,08386067;0,0979727;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[-0.81813, -0.37099, -0.44154, -0.50288, 0.44933, 0.40994, -0.64944, -0.77321, -0.72084, -0.75907, 0.24329, -0.74477, -0.80158, -0.34763, -0.72476];29,734772;45;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[0.37367, 0.59331, 0.31058, -0.79428, 0.15491, 0.37032, -0.77321, -0.72084, -0.75907, -0.77102, -0.78907, -0.7386, -0.73203, -0.82374];30,516706;45;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[0.37367, -0.37099, -0.44154, 0.27077, -0.55919, -0.78713, 0.37032, 0.0055374, -0.72084, -0.13984, -0.2045, 0.20149, -0.81462, -0.38061];30,820406;45;45;30,35729467;0,146047327;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[-0.28775, -0.37099, -0.44154, 0.27077, -0.79428, 0.15491, -0.64944, -0.68914, -0.74642, -0.75111, -0.26046, -0.80158, -0.81462, -0.72476];29,046526;468;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[0.65252, -0.37099, -0.807, 0.27077, -0.79428, -0.60734, -0.77979, -0.68914, -0.76646, -0.74642, -0.75111, -0.74477, -0.7386, 0.12754, -0.38061];29,549772;463;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[0.37367, -0.37099, 0.31058, 0.27077, 0.21919, 0.40994, 0.37032, 0.0055374, -0.72084, -0.74642, -0.75111, -0.78907, -0.7386, -0.81462, 0.092898];28,775522;462;464,3333333;29,12394;0,099485773;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[-0.28775, -0.37099, 0.31058, -0.50288, -0.55919, -0.64944, -0.77321, -0.069456, -0.13984, -0.75111, -0.74477, -0.80158, -0.73203, -0.82374];28,702792;4566;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[-0.28775, 0.34388, -0.44154, 0.27077, -0.79428, -0.78713, 0.37032, 0.0055374, -0.069456, -0.13984, -0.77102, -0.26046, -0.30811, -0.73203, -0.82374];28,132206;4590;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[0.37367, 0.34388, -0.44154, 0.49553, -0.55919, 0.15491, -0.77979, 0.0055374, -0.069456, -0.74642, -0.77102, -0.26046, -0.80158, -0.34763, -0.72476];27,364692;4649;4601,666667;28,06656333;0,059567733;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[-0.28775, 0.34388, 0.31058, 0.27077, -0.60734, -0.64944, 0.0055374, -0.74642, -0.77102, -0.74477, -0.30811, 0.092898];33,521287;34;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[0.59331, 0.31058, 0.27077, 0.40994, 0.37032, -0.77321, -0.13984, -0.77102, -0.78907, -0.30811, -0.81462, -0.38061];34,219812;34;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[-0.28775, -0.81289, 0.31058, 0.49553, 0.21919, -0.60734, 0.0055374, -0.72084, -0.77102, -0.26046, -0.81462, -0.82374];34,646782;33;33,66666667;34,12929367;0,288447677;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[-0.37099, 0.31058, 0.49553, 0.44933, -0.78713, -0.77979, -0.77321, -0.76646, -0.74642, -0.2045, -0.74477, -0.7386, -0.38061];32,255292;346;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[-0.28775, -0.37099, 0.54458, 0.27077, -0.55919, 0.0055374, -0.76646, 0.278, -0.77102, -0.26046, -0.80158, -0.73203, -0.72476];31,911952;346;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[0.37367, 0.59331, -0.44154, -0.80087, -0.79428, -0.60734, -0.64944, -0.77321, -0.76646, -0.13984, -0.75111, -0.78907, -0.80158, 0.092898];31,290778;348;346,6666667;31,81934067;0,201242427;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[0.34388, 0.31058, -0.50288, -0.55919, -0.78713, -0.77979, -0.68914, -0.74642, -0.2045, -0.78907, -0.80158, -0.34763, -0.82374];31,107672;3528;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[0.65252, 0.59331, 0.54458, -0.50288, -0.78713, 0.082333, 0.0055374, -0.069456, -0.75907, -0.2045, -0.74477, -0.80158, -0.81462, -0.82374];30,764952;3532;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[0.37367, 0.34388, 0.54458, 0.27077, -0.60734, -0.77979, -0.77321, -0.72084, 0.278, -0.75111, -0.26046, -0.80158, -0.34763, -0.38061];30,360422;3519;3526,333333;30,74434867;0,160659374;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[0.65252, 0.49553, -0.55919, -0.78713, 0.0055374, -0.069456, -0.75111, -0.74477, -0.80158, -0.81462, -0.82374];36,417367;26;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[-0.28775, -0.37099, -0.44154, -0.79428, -0.60734, -0.76646, 0.24329, -0.26046, -0.7386, -0.73203, -0.82374];35,083992;26;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[-0.28775, 0.34388, 0.40994, -0.77979, -0.77321, -0.72084, -0.74642, -0.75111, -0.78907, -0.80158, -0.73203, -0.72476];33,264582;26;26;34,92198033;0,318373151;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.37099, 0.27077, 0.15491, 0.37032, 0.0055374, -0.069456, -0.13984, -0.2045, -0.26046, -0.7386, -0.38061];34,355086;268;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.28775, 0.59331, 0.27077, -0.79428, -0.60734, 0.082333, 0.34066, -0.069456, -0.13984, -0.75111, -0.26046, -0.81462, -0.82374];32,733438;276;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.37099, 0.54458, -0.50288, 0.21919, -0.78713, -0.77321, -0.72084, -0.75907, -0.2045, -0.26046, -0.30811, 0.12754];34,9108;274;272,6666667;33,99977467;0,283558081;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;50words;1.0;[-0.28775, 0.34388, -0.44154, -0.50288, 0.40994, 0.34066, 0.31223, -0.13984, -0.75111, -0.78907, -0.7386, -0.81462, -0.72476];32,047172;2792;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;50words;1.0;[0.37367, 0.34388, -0.80087, -0.55919, -0.78713, -0.77321, -0.76646, -0.75907, -0.75111, -0.26046, -0.30811, -0.34763, -0.72476];31,461132;2781;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;4;15;50words;1.0;[-0.37099, 0.54458, 0.27077, -0.55919, -0.60734, -0.77979, -0.77321, -0.72084, 0.24329, -0.74477, -0.7386, -0.73203, -0.38061];32,039042;2799;2790,666667;31,84911533;0,202366479;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;50words;1.0;[-0.28775, -0.807, -0.79428, -0.78713, -0.64944, -0.74642, -0.75111, -0.7386, 0.12754, -0.82374];38,392462;22;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;50words;1.0;[-0.28775, 0.31058, -0.80087, -0.55919, -0.64944, -0.68914, -0.77102, -0.7386, -0.81462, -0.72476];36,856826;22;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;4;15;50words;1.0;[-0.28775, 0.27077, 0.21919, -0.77979, -0.069456, -0.75907, -0.75111, -0.74477, -0.73203, -0.72476];36,685056;22;22;37,311448;0,408580235;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;50words;1.0;[0.37367, -0.37099, 0.27077, -0.55919, -0.60734, -0.68914, -0.75907, -0.75111, -0.34763, -0.82374];36,354238;238;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;50words;1.0;[0.65252, -0.37099, -0.44154, -0.80087, -0.60734, 0.082333, 0.0055374, -0.74642, -0.75111, -0.74477, -0.80158];35,771833;225;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;4;15;50words;1.0;[-0.28775, -0.44154, 0.27077, -0.60734, -0.64944, -0.68914, -0.76646, -0.77102, -0.80158, -0.73203];36,423958;223;228,6666667;36,183343;0,365992062;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;50words;1.0;[0.54458, 0.49553, 0.21919, 0.15491, 0.082333, -0.68914, -0.76646, -0.2045, -0.78907, -0.80158, -0.73203, -0.72476];33,118538;2276;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;50words;1.0;[0.37367, 0.34388, 0.49553, 0.15491, 0.082333, -0.77321, -0.069456, -0.74642, -0.75111, -0.78907, -0.73203, 0.092898];34,010398;2314;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;4;15;50words;1.0;[-0.28775, -0.37099, 0.27077, -0.60734, 0.082333, -0.77321, -0.069456, -0.75111, -0.78907, -0.34763, -0.82374];34,975752;2315;2301,666667;34,034896;0,28488398;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[-0.38061];58,76092;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[-0.38061];58,76092;12;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;4;15;50words;1.0;[-0.38061];58,76092;11;11,66666667;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[-0.38061];58,76092;121;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[-0.38061];58,76092;123;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;4;15;50words;1.0;[-0.38061];58,76092;123;122,3333333;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;1248;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;1249;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;1246;1247,666667;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[-0.38061];58,76092;9;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[-0.34763];58,76092;10;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;4;15;50words;1.0;[-0.34763];58,76092;9;9,333333333;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[-0.34763];58,76092;95;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[-0.34763];58,76092;97;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;4;15;50words;1.0;[-0.38061];58,76092;101;97,66666667;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;1008;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[-0.34763];58,76092;1016;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;4;15;50words;1.0;[-0.34763];58,76092;1021;1015;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[-0.34763];58,76092;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[-0.38061];58,76092;8;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;4;15;50words;1.0;[-0.30811];58,76092;9;8,333333333;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.34763];58,76092;83;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.34763];58,76092;90;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;4;15;50words;1.0;[-0.34763];58,76092;84;85,66666667;58,76092;1,218339811;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;880;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;4;15;50words;1.0;[-0.38061];58,76092;882;;;;
