heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;12;50words;1.0;[0.42341, 0.42341, 0.15633, 0.15633, -0.086822, -0.086822, -0.28775, -0.28775, -0.81289, -0.37099, -0.55919, -0.80087];20,748119;5190;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;12;50words;1.0;[0.42341, 0.5619, 1.0607, 0.15633, -0.086822, 0.030907, -0.28775, -0.82236, -0.37099, -0.44154, 0.44933, -0.79428];22,552998;4654;5484,333333;4772;669,91%;22,06058533;13,47%;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;12;50words;1.0;[0.42341, 0.42341, -0.83089, 0.15633, 0.15633, -0.82559, -0.37099, 0.59331, -0.19325, -0.55919, -0.807, 0.54458];24,529161;49;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;12;50words;1.0;[0.42341, 0.5619, 0.5619, -0.086822, 0.15633, 0.87969, -0.28775, 0.71972, -0.82236, 0.49553, 0.49553, -0.807];25,413107;56;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;12;50words;1.0;[0.42341, 0.28756, 0.28756, 0.030907, 0.15633, -0.086822, -0.28775, 0.65252, -0.37099, -0.79428, 0.54458, -0.50288];22,557116;50;51,66666667;-660,6666667;-92,75%;24,16646133;24,30%;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;12;50words;1.0;[1.0607, 0.5619, 0.42341, 0.15633, 0.030907, -0.086822, 0.71972, -0.28775, -0.37099, -0.50288, -0.44154, -0.80087];21,5062;602;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;12;50words;1.0;[0.5619, 0.28756, 0.42341, 0.15633, 0.15633, -0.82803, -0.81289, -0.19325, -0.19325, 0.49553, -0.50288, -0.807];22,687961;596;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;12;50words;1.0;[0.42341, 0.28756, 0.42341, -0.086822, 0.87969, 0.030907, -0.28775, -0.28775, 0.65252, -0.80087, 0.44933, -0.80087];23,865234;646;614,6666667;-97,66666667;-13,71%;22,686465;16,68%;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;12;50words;1.0;[1.2867, 0.5619, 0.42341, -0.086822, 0.030907, 0.15633, 0.71972, -0.37099, -0.37099, 0.54458, 0.44933, -0.50288];23,918844;4648;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;12;50words;1.0;[1.1688, 0.5619, 0.42341, -0.086822, -0.086822, -0.82803, -0.81813, -0.19325, -0.37099, -0.44154, 0.44933, 0.44933];24,110869;5661;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;12;50words;1.0;[0.28756, -0.83094, 0.28756, 0.87969, 0.030907, 0.15633, -0.81813, -0.28775, -0.28775, -0.44154, -0.44154, 0.49553];23,854432;5920;5409,666667;4697,333333;659,43%;23,96138167;23,24%;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;12;50words;1.0;[0.5619, -0.8297, 0.15633, 0.15633, 0.030907, 0.030907, -0.086822, 0.030907, -0.807, -0.37099, -0.79428, 0.54458];23,461934;67;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;12;50words;1.0;[0.28756, 0.28756, 0.28756, -0.83089, -0.82803, -0.19325, 0.65252, -0.19325, -0.55919, -0.79428, 0.54458, 0.54458];25,728745;58;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;12;50words;1.0;[0.42341, 0.42341, 0.42341, -0.83094, -0.086822, -0.086822, 0.71972, 0.030907, -0.55919, -0.79428, 0.54458, -0.37099];23,930696;50;58,33333333;-654;-91,81%;24,37379167;25,36%;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;12;50words;1.0;[0.5619, 0.5619, 0.42341, 0.15633, -0.82236, -0.19325, -0.19325, -0.82803, -0.50288, -0.55919, 0.49553, -0.44154];22,602265;829;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;12;50words;1.0;[0.15633, 0.42341, -0.83057, 0.15633, -0.086822, -0.19325, 0.71972, -0.81813, -0.44154, -0.55919, -0.50288, -0.37099];23,010157;913;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;12;50words;1.0;[0.5619, 0.5619, 0.15633, 1.0607, -0.086822, -0.82803, -0.28775, 0.030907, 0.54458, -0.37099, 0.44933, 0.44933];25,031664;515;752,3333333;40;5,62%;23,54802867;21,12%;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;12;50words;1.0;[1.0607, 0.15633, 0.9651, 0.15633, 0.87969, 0.65252, -0.28775, -0.086822, 0.54458, 0.44933, -0.79428, -0.50288];24,923673;5411;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;12;50words;1.0;[1.1688, 1.0607, 0.42341, -0.8297, -0.086822, 0.030907, -0.086822, 0.65252, -0.50288, -0.80087, -0.80087, -0.50288];23,936296;8811;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;12;50words;1.0;[0.5619, 1.1688, 0.28756, 0.28756, -0.28775, -0.19325, -0.28775, -0.81813, -0.50288, -0.44154, -0.80087, 0.54458];23,093285;5552;6591,333333;5879;825,32%;23,984418;23,36%;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;12;50words;1.0;[-0.83089, 0.5619, 0.5619, 0.87969, 0.030907, -0.28775, -0.82559, -0.37099, -0.19325, -0.82559, 0.49553, -0.80087];24,746738;129;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;12;50words;1.0;[0.15633, 0.42341, 0.15633, -0.8297, -0.8297, -0.19325, -0.086822, 0.54458, -0.807, -0.81813, -0.80087, -0.50288];24,063673;129;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;12;50words;1.0;[0.42341, 0.15633, 0.28756, 0.15633, 0.28756, -0.44154, -0.28775, -0.44154, -0.086822, 0.54458, 0.49553, 0.44933];23,984999;136;131,3333333;-581;-81,56%;24,26513667;24,80%;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;12;50words;1.0;[-0.83094, 0.15633, -0.83057, 0.28756, 0.15633, -0.37099, -0.28775, -0.82236, -0.086822, 0.59331, -0.80087, -0.55919];25,113459;1297;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;12;50words;1.0;[1.2867, 0.9651, 0.9651, 0.030907, 0.15633, -0.19325, 0.54458, -0.19325, -0.37099, -0.81289, -0.79428, 0.49553];24,397834;1302;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;12;50words;1.0;[0.42341, 0.9651, 0.42341, 0.28756, 0.030907, -0.086822, -0.44154, -0.44154, -0.82559, -0.81813, -0.80087, 0.49553];23,11585;1298;1299;586,6666667;82,36%;24,20904767;24,52%;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;12;50words;1.0;[1.1688, 0.42341, 0.28756, 0.030907, -0.83089, -0.81289, -0.19325, -0.28775, -0.28775, -0.37099, -0.50288, -0.55919];21,922248;13581;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;12;50words;1.0;[1.0607, 0.87969, 0.9651, 0.42341, 0.28756, -0.81813, -0.086822, -0.086822, -0.81289, -0.28775, -0.80087, 0.49553];24,678367;13495;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;12;50words;1.0;[0.9651, 0.42341, 0.87969, 0.28756, 0.15633, -0.44154, -0.37099, -0.81289, -0.82559, -0.44154, -0.79428, 0.44933];23,532051;13614;13563,33333;12851;1804,07%;23,37755533;20,24%;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, 0.71972, -0.81813, -0.37099, -0.44154, -0.50288];23,184202;24;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[0.42341, 0.28756, 0.9651, 0.030907, -0.086822, -0.82236, -0.81813, -0.37099, 0.54458, -0.50288, -0.55919];23,53573;24;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.87969, -0.82559, -0.28775, 0.59331, -0.44154, -0.50288, -0.79428];23,405001;24;24;-688,3333333;-96,63%;23,37497767;20,23%;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[0.5619, 1.0607, 0.15633, 0.030907, -0.086822, -0.19325, -0.28775, -0.37099, -0.44154, -0.50288, -0.79428];21,44647;244;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[0.5619, 0.28756, 0.15633, 0.030907, -0.086822, -0.28775, -0.37099, -0.44154, -0.50288, -0.79428];22,01703;251;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[0.42341, 0.28756, 0.030907, -0.086822, -0.19325, -0.28775, -0.37099, -0.807, -0.50288, -0.55919];22,180963;246;247;-465,3333333;-65,33%;21,88148767;12,54%;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, -0.086822, -0.19325, -0.28775, -0.37099, -0.50288, -0.55919];20,5042;2532;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, -0.086822, -0.19325, -0.81813, -0.37099, -0.44154, -0.50288, -0.55919];21,090969;2526;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, 0.79532, -0.19325, 0.65252, -0.37099, -0.44154, -0.80087, -0.55919];21,562952;2521;2526,333333;1814;254,66%;21,052707;8,28%;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[0.5619, 0.28756, 0.15633, -0.086822, -0.28775, -0.81289, -0.80087, -0.55919];25,148819;18;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[0.5619, 0.28756, 0.15633, 0.030907, -0.82559, -0.28775, -0.81289, -0.44154, 0.49553, -0.55919];23,872978;18;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[0.5619, 0.28756, 0.15633, -0.82803, -0.82559, -0.19325, -0.44154, -0.50288, -0.55919];24,493417;17;17,66666667;-694,6666667;-97,52%;24,50507133;26,04%;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[1.1688, 0.28756, 0.15633, 0.030907, -0.086822, -0.19325, -0.81813, -0.81289, -0.80087, -0.55919];23,61192;180;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[0.5619, 1.1688, 0.28756, 0.15633, -0.086822, -0.19325, -0.28775, -0.37099, -0.44154, 0.49553, -0.79428];22,743179;183;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, 0.79532, -0.82236, 0.59331, -0.807, -0.80087, -0.55919];23,728832;183;182;-530,3333333;-74,45%;23,36131033;20,16%;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[0.5619, -0.83089, 0.15633, 0.030907, -0.82559, -0.19325, -0.28775, -0.37099, -0.44154, -0.50288, -0.55919];22,436568;1852;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[0.42341, 0.28756, 0.15633, 0.030907, -0.086822, -0.19325, -0.28775, -0.37099, -0.55919];23,01293;1865;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, 0.79532, -0.19325, -0.28775, -0.44154, -0.50288];22,846192;1877;1864,666667;1152,333333;161,77%;22,76523;17,09%;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[0.42341, 1.0607, 0.15633, 0.87969, -0.82559, -0.81813, -0.37099, -0.50288, -0.55919];26,440307;13;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[0.5619, 0.030907, -0.086822, -0.82236, -0.81289, -0.44154, -0.50288, -0.55919];25,521043;13;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[0.42341, 0.28756, 0.15633, 0.71972, -0.28775, -0.81289, -0.44154, -0.50288];25,721691;14;13,33333333;-699;-98,13%;25,894347;33,18%;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[0.28756, 0.15633, 0.87969, 0.79532, -0.19325, -0.28775, -0.37099, 0.54458, -0.50288, -0.55919];24,534407;144;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[1.2867, 0.42341, 0.28756, 0.15633, -0.086822, -0.19325, -0.44154, -0.50288, -0.79428];24,277309;144;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[0.42341, 0.28756, 0.15633, -0.82803, 0.71972, -0.28775, -0.81289, -0.807, -0.50288, -0.79428];24,497389;142;143,3333333;-569;-79,88%;24,43636833;25,68%;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.15633, -0.82559, -0.82236, -0.28775, -0.81289, -0.807, -0.50288, -0.55919];23,975787;1456;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, 0.030907, -0.086822, -0.82236, -0.81289, -0.807];24,02392;1479;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, 0.15633, -0.82803, -0.086822, -0.19325, -0.44154, -0.80087];24,100487;1469;1468;755,6666667;106,08%;24,033398;23,61%;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[0.5619, 0.15633, 0.030907, -0.82236, -0.37099, -0.807, -0.80087, -0.79428];25,958688;11;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[0.28756, -0.82803, -0.086822, -0.19325, -0.28775, 0.54458, -0.50288, -0.79428];26,52465;11;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[0.28756, 0.15633, 0.030907, -0.82559, -0.81813, -0.37099, -0.50288, -0.55919];25,605268;11;11;-701,3333333;-98,46%;26,02953533;33,88%;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[1.0607, -0.086822, -0.19325, -0.81813, -0.37099, -0.44154, -0.50288, -0.55919];25,758262;121;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[0.5619, 0.28756, 0.15633, 0.030907, -0.82236, -0.28775, -0.44154, -0.55919];25,066258;120;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[0.5619, -0.83057, -0.8297, -0.086822, -0.19325, -0.81813, -0.81289, -0.44154, -0.55919];25,867206;119;120;-592,3333333;-83,15%;25,56390867;31,48%;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.28756, -0.82559, -0.19325, -0.28775, 0.59331, -0.44154, -0.50288];24,86324;1232;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;12;50words;1.0;[0.5619, 0.28756, 0.030907, -0.086822, -0.19325, -0.28775, -0.37099, -0.807, -0.50288];23,452093;1228;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;12;50words;1.0;[0.5619, 0.42341, 0.15633, -0.086822, -0.19325, -0.28775, 0.59331, -0.44154, -0.55919];24,123819;1249;1236,333333;524;73,56%;24,146384;24,19%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;9;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;9;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;9;9;-703,3333333;-98,74%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;93;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;91;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;92;92;-620,3333333;-87,08%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;948;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;951;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;947;948,6666667;236,3333333;33,18%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;7;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;7;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;7;7;-705,3333333;-99,02%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;73;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;73;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;71;72,33333333;-640;-89,85%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;748;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;758;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;761;755,6666667;43,33333333;6,08%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;6;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;6;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;6;6;-706,3333333;-99,16%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;64;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;63;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;12;50words;1.0;[1.2867, -0.50288];35,78812;64;63,66666667;-648,6666667;-91,06%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;661;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;652;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;12;50words;1.0;[1.2867, -0.55919];35,78812;660;657,6666667;-54,66666667;-7,67%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;5;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;5;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;5;5;-707,3333333;-99,30%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;63;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;58;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;58;59,66666667;-652,6666667;-91,62%;35,78812;84,07%;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;12;50words;1.0;[1.2867, -0.37099];35,78812;600;;;;;;
